date,ticket_id,agent_id,support_cost,sla_met,first_contact_resolution,csat_score
2025-01-28,TCK01287,AGT0240,46612.84,Yes,Yes,4.93
2025-01-29,TCK01288,AGT0060,86317.45,Yes,Yes,4.09
2025-01-30,TCK01289,AGT0177,43089.22,Yes,Yes,4.69
2025-01-31,TCK01290,AGT0061,63198.58,Yes,Yes,5.0
2025-02-01,TCK01291,AGT0144,55339.61,Yes,Yes,4.59
2025-02-02,TCK01292,AGT0215,68135.64,Yes,Yes,4.65
2025-02-03,TCK01293,AGT0002,97560.5,Yes,Yes,4.51
2025-02-04,TCK01294,AGT0159,15016.2,Yes,Yes,4.8
2025-02-05,TCK01295,AGT0226,61656.54,Yes,Yes,4.71
2025-02-06,TCK01296,AGT0268,87672.59,Yes,Yes,4.4
2025-02-07,TCK01297,AGT0119,53324.44,Yes,Yes,4.57
2025-02-08,TCK01298,AGT0088,17067.45,Yes,Yes,4.26
2025-02-09,TCK01299,AGT0067,60448.54,Yes,Yes,4.56
2025-02-10,TCK01300,AGT0097,39886.65,Yes,Yes,4.47
2025-02-11,TCK01301,AGT0266,23944.76,Yes,Yes,4.64
2025-02-12,TCK01302,AGT0104,86413.11,Yes,Yes,4.39
2025-02-13,TCK01303,AGT0122,56943.96,Yes,Yes,4.54
2025-02-14,TCK01304,AGT0028,93994.88,Yes,Yes,4.6
2025-02-15,TCK01305,AGT0136,82541.49,No,Yes,4.62
2025-02-16,TCK01306,AGT0194,72367.46,Yes,No,4.68
2025-02-17,TCK01307,AGT0225,10452.3,Yes,No,4.55
2025-02-18,TCK01308,AGT0169,48504.11,Yes,Yes,4.36
2025-02-19,TCK01309,AGT0008,27773.77,Yes,Yes,4.62
2025-02-20,TCK01310,AGT0039,91971.81,Yes,Yes,4.55
2025-02-21,TCK01311,AGT0024,25712.56,Yes,Yes,4.91
2025-02-22,TCK01312,AGT0260,35745.4,Yes,Yes,4.95
2025-02-23,TCK01313,AGT0225,56515.31,Yes,Yes,4.19
2025-02-24,TCK01314,AGT0123,33702.73,Yes,Yes,4.79
2025-02-25,TCK01315,AGT0037,28887.82,Yes,Yes,4.85
2025-02-26,TCK01316,AGT0250,63918.94,Yes,Yes,4.2
2025-02-27,TCK01317,AGT0175,18003.66,Yes,No,4.77
2025-02-28,TCK01318,AGT0089,15235.1,Yes,No,4.87
2025-03-01,TCK01319,AGT0036,43502.08,Yes,No,4.32
2025-03-02,TCK01320,AGT0175,74859.8,Yes,Yes,4.53
2025-03-03,TCK01321,AGT0283,59932.61,Yes,Yes,4.66
2025-03-04,TCK01322,AGT0080,48058.88,Yes,Yes,4.77
2025-03-05,TCK01323,AGT0113,60917.64,Yes,No,4.3
2025-03-06,TCK01324,AGT0039,42890.63,Yes,Yes,4.95
2025-03-07,TCK01325,AGT0223,94253.17,Yes,No,3.99
2025-03-08,TCK01326,AGT0114,14941.44,Yes,Yes,5.0
2025-03-09,TCK01327,AGT0185,70605.23,Yes,Yes,4.77
2025-03-10,TCK01328,AGT0055,90215.44,No,Yes,4.41
2025-03-11,TCK01329,AGT0039,82349.62,Yes,Yes,4.86
2025-03-12,TCK01330,AGT0039,26563.69,Yes,No,4.29
2025-03-13,TCK01331,AGT0236,36633.37,Yes,Yes,4.63
2025-03-14,TCK01332,AGT0288,74534.31,Yes,No,4.67
2025-03-15,TCK01333,AGT0261,17584.35,Yes,Yes,4.67
2025-03-16,TCK01334,AGT0215,83067.55,Yes,Yes,4.35
2025-03-17,TCK01335,AGT0146,74701.63,Yes,No,4.45
2025-03-18,TCK01336,AGT0167,75664.6,Yes,Yes,4.64
2025-03-19,TCK01337,AGT0091,19021.72,Yes,No,4.38
2025-03-20,TCK01338,AGT0058,74598.45,Yes,Yes,4.68
2025-03-21,TCK01339,AGT0058,71183.63,Yes,Yes,4.42
2025-03-22,TCK01340,AGT0168,84783.02,Yes,Yes,4.9
2025-03-23,TCK01341,AGT0268,13743.64,Yes,No,5.0
2025-03-24,TCK01342,AGT0044,12079.96,Yes,Yes,4.51
2025-03-25,TCK01343,AGT0180,43570.64,Yes,Yes,4.88
2025-03-26,TCK01344,AGT0169,23390.95,Yes,No,4.54
2025-03-27,TCK01345,AGT0190,60254.6,Yes,Yes,4.32
2025-03-28,TCK01346,AGT0154,92561.4,Yes,No,4.47
2025-03-29,TCK01347,AGT0187,45233.18,Yes,Yes,4.63
2025-03-30,TCK01348,AGT0006,86045.53,Yes,Yes,4.06
2025-03-31,TCK01349,AGT0132,10021.68,Yes,Yes,4.79
2025-01-01,TCK01350,AGT0234,25166.32,Yes,Yes,4.63
2025-01-02,TCK01351,AGT0044,12738.12,Yes,Yes,4.9
2025-01-03,TCK01352,AGT0248,39533.25,Yes,Yes,4.78
2025-01-04,TCK01353,AGT0030,91737.06,Yes,Yes,4.64
2025-01-05,TCK01354,AGT0022,18725.69,Yes,Yes,4.49
2025-01-06,TCK01355,AGT0159,64576.88,Yes,Yes,5.0
2025-01-07,TCK01356,AGT0157,50634.63,Yes,Yes,5.0
2025-01-08,TCK01357,AGT0038,94462.14,Yes,Yes,4.5
2025-01-09,TCK01358,AGT0081,21026.72,Yes,No,4.91
2025-01-10,TCK01359,AGT0257,29082.51,Yes,Yes,4.39
2025-01-11,TCK01360,AGT0205,12658.78,Yes,Yes,4.42
2025-01-12,TCK01361,AGT0076,49054.17,Yes,Yes,4.48
2025-01-13,TCK01362,AGT0011,35004.96,Yes,Yes,4.81
2025-01-14,TCK01363,AGT0294,88291.53,Yes,Yes,4.28
2025-01-15,TCK01364,AGT0223,64444.67,Yes,No,5.0
2025-01-16,TCK01365,AGT0012,65268.17,Yes,No,4.88
2025-01-17,TCK01366,AGT0045,57871.96,Yes,Yes,4.8
2025-01-18,TCK01367,AGT0154,18266.53,Yes,Yes,4.51
2025-01-19,TCK01368,AGT0112,50051.68,Yes,Yes,4.85
2025-01-20,TCK01369,AGT0232,99955.47,Yes,No,3.72
2025-01-21,TCK01370,AGT0016,85170.64,Yes,Yes,4.73
2025-01-22,TCK01371,AGT0222,90411.31,Yes,No,4.65
2025-01-23,TCK01372,AGT0187,84090.37,Yes,Yes,4.03
2025-01-24,TCK01373,AGT0162,19273.75,Yes,No,4.72
2025-01-25,TCK01374,AGT0073,30470.34,Yes,No,4.78
2025-01-26,TCK01375,AGT0232,10280.95,Yes,Yes,4.04
2025-01-27,TCK01376,AGT0223,37315.91,Yes,Yes,4.24
2025-01-28,TCK01377,AGT0059,19774.67,Yes,Yes,5.0
2025-01-29,TCK01378,AGT0221,52551.4,Yes,No,4.54
2025-01-30,TCK01379,AGT0036,70941.47,Yes,No,4.89
2025-01-31,TCK01380,AGT0277,88705.48,Yes,Yes,4.94
2025-02-01,TCK01381,AGT0195,77429.54,Yes,Yes,4.72
2025-02-02,TCK01382,AGT0241,94472.7,Yes,No,4.91
2025-02-03,TCK01383,AGT0218,14850.85,Yes,Yes,3.97
2025-02-04,TCK01384,AGT0191,11096.19,Yes,No,4.53
2025-02-05,TCK01385,AGT0016,69520.43,Yes,No,3.68
2025-02-06,TCK01386,AGT0011,36041.72,Yes,No,4.08
2025-02-07,TCK01387,AGT0192,32815.09,Yes,Yes,4.44
2025-02-08,TCK01388,AGT0021,39779.84,Yes,Yes,4.4
2025-02-09,TCK01389,AGT0119,34281.65,Yes,Yes,4.61
2025-02-10,TCK01390,AGT0209,56029.28,Yes,No,4.59
2025-02-11,TCK01391,AGT0269,49613.36,Yes,Yes,4.64
2025-02-12,TCK01392,AGT0191,56118.57,Yes,Yes,4.65
2025-02-13,TCK01393,AGT0174,70544.23,Yes,Yes,4.7
2025-02-14,TCK01394,AGT0284,44841.75,Yes,Yes,4.31
2025-02-15,TCK01395,AGT0203,32617.69,Yes,No,4.38
2025-02-16,TCK01396,AGT0163,24958.05,Yes,Yes,4.59
2025-02-17,TCK01397,AGT0250,41452.67,No,Yes,4.59
2025-02-18,TCK01398,AGT0226,76762.58,Yes,Yes,4.28
2025-02-19,TCK01399,AGT0006,78103.44,Yes,No,4.92
2025-02-20,TCK01400,AGT0028,70021.48,Yes,Yes,4.82
2025-02-21,TCK01401,AGT0032,31062.54,Yes,Yes,4.34
2025-02-22,TCK01402,AGT0133,62927.76,Yes,Yes,4.54
2025-02-23,TCK01403,AGT0078,61362.07,Yes,Yes,5.0
2025-02-24,TCK01404,AGT0057,53583.96,Yes,Yes,4.65
2025-02-25,TCK01405,AGT0025,59498.11,Yes,Yes,4.72
2025-02-26,TCK01406,AGT0225,54261.16,Yes,Yes,4.42
2025-02-27,TCK01407,AGT0284,60891.07,Yes,Yes,4.51
2025-02-28,TCK01408,AGT0003,74395.54,Yes,Yes,5.0
2025-03-01,TCK01409,AGT0098,19866.54,Yes,No,4.63
2025-03-02,TCK01410,AGT0038,77466.32,Yes,Yes,4.58
2025-03-03,TCK01411,AGT0270,22229.75,Yes,Yes,4.6
2025-03-04,TCK01412,AGT0284,15996.52,Yes,Yes,5.0
2025-03-05,TCK01413,AGT0156,97847.17,Yes,No,4.61
2025-03-06,TCK01414,AGT0074,96129.26,Yes,Yes,4.35
2025-03-07,TCK01415,AGT0287,15439.29,Yes,No,4.4
2025-03-08,TCK01416,AGT0129,49892.81,Yes,Yes,4.83
2025-03-09,TCK01417,AGT0174,26762.04,Yes,Yes,4.17
2025-03-10,TCK01418,AGT0083,53681.04,Yes,Yes,4.74
2025-03-11,TCK01419,AGT0021,84715.95,Yes,Yes,4.38
2025-03-12,TCK01420,AGT0026,95555.06,Yes,Yes,4.04
2025-03-13,TCK01421,AGT0194,67082.74,Yes,Yes,4.31
2025-03-14,TCK01422,AGT0235,41851.51,Yes,Yes,4.61
2025-03-15,TCK01423,AGT0091,64299.3,Yes,Yes,5.0
2025-03-16,TCK01424,AGT0020,38080.12,Yes,No,4.87
2025-03-17,TCK01425,AGT0083,91884.13,Yes,Yes,4.51
2025-03-18,TCK01426,AGT0261,88336.04,Yes,Yes,4.89
2025-03-19,TCK01427,AGT0146,60240.86,Yes,Yes,4.49
2025-03-20,TCK01428,AGT0256,39231.9,Yes,Yes,4.16
2025-03-21,TCK01429,AGT0057,36405.07,Yes,Yes,4.61
2025-03-22,TCK01430,AGT0014,13007.62,Yes,Yes,4.15
2025-03-23,TCK01431,AGT0161,83423.88,Yes,Yes,4.84
2025-03-24,TCK01432,AGT0162,50534.49,Yes,Yes,4.84
2025-03-25,TCK01433,AGT0280,39261.96,Yes,No,4.34
2025-03-26,TCK01434,AGT0279,52399.93,Yes,Yes,4.64
2025-03-27,TCK01435,AGT0011,83686.42,Yes,Yes,4.64
2025-03-28,TCK01436,AGT0273,21215.28,Yes,Yes,4.86
2025-03-29,TCK01437,AGT0270,87189.04,Yes,No,4.23
2025-03-30,TCK01438,AGT0207,90775.8,Yes,Yes,4.78
2025-03-31,TCK01439,AGT0026,95203.71,Yes,Yes,4.2
2025-01-01,TCK01440,AGT0071,45773.92,Yes,Yes,4.83
2025-01-02,TCK01441,AGT0059,29542.64,Yes,Yes,4.92
2025-01-03,TCK01442,AGT0144,43627.67,Yes,Yes,4.4
2025-01-04,TCK01443,AGT0092,39962.09,Yes,Yes,4.97
2025-01-05,TCK01444,AGT0007,25853.85,Yes,No,4.13
2025-01-06,TCK01445,AGT0078,64654.0,Yes,Yes,4.93
2025-01-07,TCK01446,AGT0026,52896.17,Yes,Yes,5.0
2025-01-08,TCK01447,AGT0173,87913.09,Yes,Yes,4.7
2025-01-09,TCK01448,AGT0049,12889.86,Yes,No,4.54
2025-01-10,TCK01449,AGT0198,67948.11,Yes,Yes,4.69
2025-01-11,TCK01450,AGT0180,78665.4,Yes,Yes,4.42
2025-01-12,TCK01451,AGT0023,78353.79,Yes,Yes,5.0
2025-01-13,TCK01452,AGT0045,89746.66,Yes,Yes,4.42
2025-01-14,TCK01453,AGT0014,75613.04,Yes,No,5.0
2025-01-15,TCK01454,AGT0152,93502.91,Yes,No,4.38
2025-01-16,TCK01455,AGT0221,39939.09,Yes,Yes,5.0
2025-01-17,TCK01456,AGT0205,55288.85,Yes,Yes,5.0
2025-01-18,TCK01457,AGT0272,11267.17,Yes,No,4.72
2025-01-19,TCK01458,AGT0235,10626.18,Yes,Yes,4.69
2025-01-20,TCK01459,AGT0227,31611.4,Yes,Yes,4.31
2025-01-21,TCK01460,AGT0008,19072.65,Yes,Yes,4.28
2025-01-22,TCK01461,AGT0165,33419.02,Yes,Yes,4.69
2025-01-23,TCK01462,AGT0213,25933.9,Yes,No,5.0
2025-01-24,TCK01463,AGT0116,12566.8,Yes,Yes,4.44
2025-01-25,TCK01464,AGT0071,91837.37,Yes,Yes,5.0
2025-01-26,TCK01465,AGT0063,10740.08,Yes,Yes,4.42
2025-01-27,TCK01466,AGT0204,76247.39,Yes,No,4.67
2025-01-28,TCK01467,AGT0208,23693.31,Yes,Yes,4.67
2025-01-29,TCK01468,AGT0071,92100.67,Yes,Yes,4.57
2025-01-30,TCK01469,AGT0276,90351.63,Yes,No,3.99
2025-01-31,TCK01470,AGT0273,68851.1,Yes,Yes,4.41
2025-02-01,TCK01471,AGT0094,70501.07,Yes,Yes,4.66
2025-02-02,TCK01472,AGT0165,10480.52,Yes,Yes,4.57
2025-02-03,TCK01473,AGT0031,98638.44,Yes,Yes,4.79
2025-02-04,TCK01474,AGT0010,89004.93,Yes,No,4.83
2025-02-05,TCK01475,AGT0216,90559.56,Yes,Yes,4.53
2025-02-06,TCK01476,AGT0288,69332.01,Yes,No,4.31
2025-02-07,TCK01477,AGT0101,41030.82,Yes,Yes,5.0
2025-02-08,TCK01478,AGT0266,90428.38,Yes,No,4.19
2025-02-09,TCK01479,AGT0213,36236.52,Yes,Yes,4.42
2025-02-10,TCK01480,AGT0178,60644.04,Yes,Yes,4.35
2025-02-11,TCK01481,AGT0087,18975.79,Yes,Yes,4.82
2025-02-12,TCK01482,AGT0040,92976.01,Yes,Yes,5.0
2025-02-13,TCK01483,AGT0075,22669.34,Yes,Yes,4.55
2025-02-14,TCK01484,AGT0045,30240.71,Yes,Yes,4.67
2025-02-15,TCK01485,AGT0159,60232.07,Yes,Yes,4.73
2025-02-16,TCK01486,AGT0079,78768.37,Yes,Yes,5.0
2025-02-17,TCK01487,AGT0085,65741.62,Yes,Yes,4.07
2025-02-18,TCK01488,AGT0091,30892.05,Yes,Yes,4.82
2025-02-19,TCK01489,AGT0147,10084.87,Yes,No,4.71
2025-02-20,TCK01490,AGT0160,78143.55,Yes,Yes,4.49
2025-02-21,TCK01491,AGT0201,98668.66,Yes,No,4.7
2025-02-22,TCK01492,AGT0241,82892.18,Yes,Yes,4.82
2025-02-23,TCK01493,AGT0001,51418.6,Yes,No,4.77
2025-02-24,TCK01494,AGT0224,91339.05,Yes,Yes,5.0
2025-02-25,TCK01495,AGT0288,46886.29,Yes,No,4.64
2025-02-26,TCK01496,AGT0232,57244.07,Yes,Yes,4.61
2025-02-27,TCK01497,AGT0076,52941.68,Yes,Yes,4.55
2025-02-28,TCK01498,AGT0115,50286.15,Yes,No,4.77
2025-03-01,TCK01499,AGT0153,79767.17,Yes,Yes,4.59
2025-03-02,TCK01500,AGT0102,57409.2,Yes,Yes,4.6
2025-03-03,TCK01501,AGT0193,38504.54,Yes,No,4.61
2025-03-04,TCK01502,AGT0165,33234.24,Yes,Yes,4.56
2025-03-05,TCK01503,AGT0089,13397.26,Yes,Yes,4.42
2025-03-06,TCK01504,AGT0173,62487.56,Yes,Yes,4.73
2025-03-07,TCK01505,AGT0121,30696.53,Yes,Yes,4.51
2025-03-08,TCK01506,AGT0142,23332.05,Yes,No,4.78
2025-03-09,TCK01507,AGT0105,68844.7,Yes,Yes,4.63
2025-03-10,TCK01508,AGT0122,71308.83,Yes,Yes,4.48
2025-03-11,TCK01509,AGT0008,77693.94,Yes,Yes,5.0
2025-03-12,TCK01510,AGT0261,55321.92,Yes,Yes,4.57
2025-03-13,TCK01511,AGT0072,90464.91,Yes,No,4.79
2025-03-14,TCK01512,AGT0222,94270.85,Yes,Yes,4.39
2025-03-15,TCK01513,AGT0040,82663.38,Yes,Yes,3.99
2025-03-16,TCK01514,AGT0203,67203.41,Yes,Yes,4.43
2025-03-17,TCK01515,AGT0263,37334.89,Yes,No,3.96
2025-03-18,TCK01516,AGT0177,98465.04,Yes,Yes,4.53
2025-03-19,TCK01517,AGT0083,34672.26,Yes,Yes,5.0
2025-03-20,TCK01518,AGT0110,28239.12,Yes,Yes,4.33
2025-03-21,TCK01519,AGT0250,49793.87,Yes,Yes,3.97
2025-03-22,TCK01520,AGT0006,15115.65,Yes,Yes,5.0
2025-03-23,TCK01521,AGT0083,98064.5,Yes,Yes,4.46
2025-03-24,TCK01522,AGT0207,62959.02,Yes,No,4.6
2025-03-25,TCK01523,AGT0021,60125.69,Yes,No,4.84
2025-03-26,TCK01524,AGT0002,69021.67,Yes,Yes,4.76
2025-03-27,TCK01525,AGT0126,54732.13,Yes,Yes,4.83
2025-03-28,TCK01526,AGT0296,12885.72,Yes,Yes,4.87
2025-03-29,TCK01527,AGT0187,65108.02,Yes,Yes,4.08
2025-03-30,TCK01528,AGT0013,74455.65,Yes,Yes,4.18
2025-03-31,TCK01529,AGT0011,47507.42,Yes,Yes,4.95
2025-01-01,TCK01530,AGT0086,78156.6,Yes,No,4.37
2025-01-02,TCK01531,AGT0011,30430.12,Yes,Yes,4.4
2025-01-03,TCK01532,AGT0024,29914.89,Yes,Yes,4.22
2025-01-04,TCK01533,AGT0242,24527.53,Yes,Yes,4.48
2025-01-05,TCK01534,AGT0121,43479.53,Yes,Yes,4.5
2025-01-06,TCK01535,AGT0146,86231.08,Yes,Yes,4.32
2025-01-07,TCK01536,AGT0054,84512.09,Yes,No,4.28
2025-01-08,TCK01537,AGT0237,44454.18,Yes,No,4.7
2025-01-09,TCK01538,AGT0172,63020.69,Yes,Yes,4.36
2025-01-10,TCK01539,AGT0220,74873.47,Yes,Yes,4.42
2025-01-11,TCK01540,AGT0118,31708.61,Yes,No,3.94
2025-01-12,TCK01541,AGT0182,25132.7,Yes,Yes,5.0
2025-01-13,TCK01542,AGT0287,97488.64,Yes,Yes,4.88
2025-01-14,TCK01543,AGT0299,65580.16,Yes,Yes,4.45
2025-01-15,TCK01544,AGT0081,98327.41,Yes,Yes,4.33
2025-01-16,TCK01545,AGT0210,40398.04,Yes,Yes,4.6
2025-01-17,TCK01546,AGT0149,73272.85,Yes,Yes,4.6
2025-01-18,TCK01547,AGT0036,30034.33,Yes,Yes,4.22
2025-01-19,TCK01548,AGT0058,33508.02,Yes,Yes,3.83
2025-01-20,TCK01549,AGT0130,56071.19,Yes,Yes,4.44
2025-01-21,TCK01550,AGT0201,38765.63,Yes,Yes,4.13
2025-01-22,TCK01551,AGT0242,25085.94,Yes,Yes,4.65
2025-01-23,TCK01552,AGT0034,33659.26,Yes,Yes,4.65
2025-01-24,TCK01553,AGT0092,13217.36,Yes,Yes,4.31
2025-01-25,TCK01554,AGT0206,73398.13,Yes,Yes,4.44
2025-01-26,TCK01555,AGT0212,54290.5,Yes,Yes,5.0
2025-01-27,TCK01556,AGT0158,18481.88,Yes,Yes,4.83
2025-01-28,TCK01557,AGT0023,25452.46,Yes,Yes,4.46
2025-01-29,TCK01558,AGT0292,19228.11,Yes,Yes,5.0
2025-01-30,TCK01559,AGT0003,65133.35,Yes,Yes,4.24
2025-01-31,TCK01560,AGT0219,18478.93,Yes,Yes,4.36
2025-02-01,TCK01561,AGT0019,77885.41,Yes,Yes,4.57
2025-02-02,TCK01562,AGT0151,11845.98,Yes,Yes,4.14
2025-02-03,TCK01563,AGT0049,32443.82,Yes,Yes,5.0
2025-02-04,TCK01564,AGT0176,90160.0,Yes,Yes,4.65
2025-02-05,TCK01565,AGT0095,74667.82,Yes,Yes,4.36
2025-02-06,TCK01566,AGT0104,16567.15,Yes,No,4.73
2025-02-07,TCK01567,AGT0249,83901.35,Yes,No,4.64
2025-02-08,TCK01568,AGT0116,54373.16,Yes,No,4.51
2025-02-09,TCK01569,AGT0227,86210.47,Yes,Yes,4.24
2025-02-10,TCK01570,AGT0065,64066.58,Yes,No,4.17
2025-02-11,TCK01571,AGT0261,71364.97,Yes,Yes,5.0
2025-02-12,TCK01572,AGT0294,99415.14,Yes,Yes,4.19
2025-02-13,TCK01573,AGT0242,30910.2,Yes,Yes,5.0
2025-02-14,TCK01574,AGT0185,66155.1,Yes,No,4.35
2025-02-15,TCK01575,AGT0245,51428.93,Yes,Yes,4.84
2025-02-16,TCK01576,AGT0124,13550.68,Yes,No,4.74
2025-02-17,TCK01577,AGT0267,11302.36,Yes,Yes,4.8
2025-02-18,TCK01578,AGT0130,20730.57,Yes,No,4.82
2025-02-19,TCK01579,AGT0236,68418.26,Yes,No,4.12
2025-02-20,TCK01580,AGT0017,61044.68,Yes,No,4.4
2025-02-21,TCK01581,AGT0039,59808.66,Yes,Yes,4.19
2025-02-22,TCK01582,AGT0020,12867.11,Yes,No,4.66
2025-02-23,TCK01583,AGT0224,52237.27,Yes,No,4.2
2025-02-24,TCK01584,AGT0281,93216.05,Yes,Yes,4.01
2025-02-25,TCK01585,AGT0007,45783.27,Yes,Yes,4.53
2025-02-26,TCK01586,AGT0099,66243.02,Yes,Yes,3.94
2025-02-27,TCK01587,AGT0239,80183.68,Yes,Yes,4.68
2025-02-28,TCK01588,AGT0086,80553.28,Yes,Yes,4.22
2025-03-01,TCK01589,AGT0297,56735.21,Yes,Yes,4.35
2025-03-02,TCK01590,AGT0013,87215.68,Yes,Yes,3.92
2025-03-03,TCK01591,AGT0001,45224.03,Yes,Yes,5.0
2025-03-04,TCK01592,AGT0292,89982.39,Yes,Yes,4.16
2025-03-05,TCK01593,AGT0040,31620.44,Yes,Yes,4.49
2025-03-06,TCK01594,AGT0110,35219.48,Yes,No,4.06
2025-03-07,TCK01595,AGT0013,14780.86,Yes,Yes,4.35
2025-03-08,TCK01596,AGT0230,81602.37,Yes,No,5.0
2025-03-09,TCK01597,AGT0083,47534.97,Yes,No,4.69
2025-03-10,TCK01598,AGT0129,30620.5,Yes,Yes,4.38
2025-03-11,TCK01599,AGT0230,30861.12,Yes,Yes,4.59
2025-03-12,TCK01600,AGT0144,91125.99,Yes,Yes,4.43
2025-03-13,TCK01601,AGT0027,85052.49,Yes,Yes,4.57
2025-03-14,TCK01602,AGT0065,59817.78,Yes,Yes,4.82
2025-03-15,TCK01603,AGT0162,65449.97,Yes,Yes,4.5
2025-03-16,TCK01604,AGT0228,52689.3,Yes,No,4.67
2025-03-17,TCK01605,AGT0260,45249.99,Yes,Yes,4.67
2025-03-18,TCK01606,AGT0163,92392.92,Yes,Yes,4.5
2025-03-19,TCK01607,AGT0286,21305.14,Yes,No,4.38
2025-03-20,TCK01608,AGT0009,47660.21,Yes,No,4.44
2025-03-21,TCK01609,AGT0194,41010.57,Yes,No,4.81
2025-03-22,TCK01610,AGT0117,54833.56,Yes,No,4.83
2025-03-23,TCK01611,AGT0269,51186.87,Yes,Yes,4.26
2025-03-24,TCK01612,AGT0079,56700.06,No,No,4.52
2025-03-25,TCK01613,AGT0092,22592.71,Yes,No,4.37
2025-03-26,TCK01614,AGT0265,56182.74,Yes,Yes,4.84
2025-03-27,TCK01615,AGT0256,31817.69,Yes,Yes,4.46
2025-03-28,TCK01616,AGT0132,26589.82,Yes,Yes,5.0
2025-03-29,TCK01617,AGT0275,15835.08,Yes,Yes,4.67
2025-03-30,TCK01618,AGT0263,78638.73,Yes,Yes,4.95
2025-03-31,TCK01619,AGT0170,48469.77,Yes,Yes,4.3
2025-01-01,TCK01620,AGT0000,66397.93,Yes,Yes,4.6
2025-01-02,TCK01621,AGT0063,75483.4,Yes,Yes,4.78
2025-01-03,TCK01622,AGT0283,71138.5,Yes,Yes,4.29
2025-01-04,TCK01623,AGT0120,52345.06,Yes,No,4.61
2025-01-05,TCK01624,AGT0106,44910.87,Yes,Yes,4.92
2025-01-06,TCK01625,AGT0174,43836.39,Yes,Yes,4.5
2025-01-07,TCK01626,AGT0203,67604.39,Yes,Yes,4.34
2025-01-08,TCK01627,AGT0164,54531.49,Yes,Yes,5.0
2025-01-09,TCK01628,AGT0119,86421.9,Yes,Yes,4.25
2025-01-10,TCK01629,AGT0043,88723.18,Yes,Yes,4.65
2025-01-11,TCK01630,AGT0155,25350.43,Yes,No,4.39
2025-01-12,TCK01631,AGT0206,22261.03,Yes,Yes,4.32
2025-01-13,TCK01632,AGT0107,66736.08,Yes,Yes,4.82
2025-01-14,TCK01633,AGT0250,37110.32,Yes,Yes,4.54
2025-01-15,TCK01634,AGT0129,11671.36,Yes,Yes,4.72
2025-01-16,TCK01635,AGT0292,89977.84,Yes,No,3.92
2025-01-17,TCK01636,AGT0019,30421.07,Yes,Yes,4.75
2025-01-18,TCK01637,AGT0281,93635.26,Yes,No,4.38
2025-01-19,TCK01638,AGT0284,74569.1,Yes,Yes,4.04
2025-01-20,TCK01639,AGT0000,78638.81,Yes,Yes,5.0
2025-01-21,TCK01640,AGT0118,28131.53,Yes,No,4.78
2025-01-22,TCK01641,AGT0034,31077.5,Yes,No,4.67
2025-01-23,TCK01642,AGT0197,56914.1,Yes,No,4.97
2025-01-24,TCK01643,AGT0244,25488.99,Yes,Yes,4.67
2025-01-25,TCK01644,AGT0058,37488.85,Yes,No,4.36
2025-01-26,TCK01645,AGT0160,38931.62,Yes,Yes,4.55
2025-01-27,TCK01646,AGT0178,24366.69,Yes,No,4.4
2025-01-28,TCK01647,AGT0205,28466.46,Yes,Yes,4.45
2025-01-29,TCK01648,AGT0011,80969.67,Yes,Yes,4.22
2025-01-30,TCK01649,AGT0275,25047.63,Yes,No,4.31
2025-01-31,TCK01650,AGT0180,12561.17,Yes,Yes,4.87
2025-02-01,TCK01651,AGT0241,66641.94,Yes,Yes,4.7
2025-02-02,TCK01652,AGT0215,97838.48,Yes,No,4.45
2025-02-03,TCK01653,AGT0250,39809.24,Yes,Yes,4.29
2025-02-04,TCK01654,AGT0298,20679.01,Yes,Yes,4.48
2025-02-05,TCK01655,AGT0125,61334.86,Yes,Yes,4.09
2025-02-06,TCK01656,AGT0216,91571.88,Yes,Yes,4.64
2025-02-07,TCK01657,AGT0284,80565.56,Yes,Yes,4.88
2025-02-08,TCK01658,AGT0184,66026.43,Yes,Yes,5.0
2025-02-09,TCK01659,AGT0038,38355.08,Yes,Yes,4.27
2025-02-10,TCK01660,AGT0222,58769.22,Yes,Yes,4.87
2025-02-11,TCK01661,AGT0183,18212.04,Yes,Yes,4.39
2025-02-12,TCK01662,AGT0177,71105.09,Yes,Yes,4.26
2025-02-13,TCK01663,AGT0293,75258.64,Yes,Yes,4.26
2025-02-14,TCK01664,AGT0150,96852.85,Yes,No,4.64
2025-02-15,TCK01665,AGT0125,33435.76,Yes,Yes,4.32
2025-02-16,TCK01666,AGT0233,11661.08,Yes,Yes,4.42
2025-02-17,TCK01667,AGT0007,59104.76,Yes,Yes,4.47
2025-02-18,TCK01668,AGT0128,73611.15,Yes,No,4.38
2025-02-19,TCK01669,AGT0263,81136.67,Yes,Yes,4.36
2025-02-20,TCK01670,AGT0156,27436.5,Yes,No,3.87
2025-02-21,TCK01671,AGT0004,33557.76,No,Yes,4.63
2025-02-22,TCK01672,AGT0085,56133.18,Yes,Yes,4.62
2025-02-23,TCK01673,AGT0174,39754.07,Yes,Yes,4.36
2025-02-24,TCK01674,AGT0289,87446.03,Yes,No,4.71
2025-02-25,TCK01675,AGT0192,52638.41,Yes,Yes,5.0
2025-02-26,TCK01676,AGT0118,81962.08,Yes,Yes,4.61
2025-02-27,TCK01677,AGT0217,62255.78,Yes,Yes,5.0
2025-02-28,TCK01678,AGT0113,79578.11,Yes,Yes,5.0
2025-03-01,TCK01679,AGT0144,39940.57,Yes,Yes,5.0
