date,order_id,driver_id,driver_rating,delivery_status,sla_met,total_order_value,commission_revenue,unexpected_risk_cost,active_jan,active_feb,active_mar,active_current_month,active_last_month
2025-03-08,ORD02856,DVR0160,4.45,Success,Yes,59679.98,12270.24,0.0,1,1,1,1,1
2025-03-09,ORD02857,DVR0680,4.69,Success,Yes,52578.71,11018.65,0.0,1,1,1,1,1
2025-03-10,ORD02858,DVR0088,4.69,Success,Yes,61861.69,13092.56,0.0,1,1,1,1,1
2025-03-11,ORD02859,DVR0687,5.0,Success,Yes,43267.16,8989.08,0.0,1,1,1,1,1
2025-03-12,ORD02860,DVR0780,4.52,Success,Yes,58080.58,11221.05,0.0,1,1,1,1,1
2025-03-13,ORD02861,DVR0584,4.62,Success,Yes,67737.71,13088.54,0.0,1,0,1,1,0
2025-03-14,ORD02862,DVR0756,5.0,Success,No,41196.75,7988.72,0.0,1,1,1,1,1
2025-03-15,ORD02863,DVR0588,4.77,Success,Yes,69240.07,12567.99,0.0,1,1,1,1,1
2025-03-16,ORD02864,DVR0158,4.52,Success,Yes,46421.09,10106.9,0.0,1,1,1,1,1
2025-03-17,ORD02865,DVR0488,4.56,Success,Yes,31541.29,5924.37,0.0,1,1,1,1,1
2025-03-18,ORD02866,DVR0970,4.46,Success,Yes,44308.05,8257.62,0.0,1,1,1,1,1
2025-03-19,ORD02867,DVR0323,4.72,Success,Yes,35985.69,7272.5,0.0,1,1,1,1,1
2025-03-20,ORD02868,DVR0609,4.91,Success,Yes,42171.41,7670.84,0.0,1,1,1,1,1
2025-03-21,ORD02869,DVR0380,5.0,Success,Yes,33838.78,7225.04,0.0,0,1,1,1,1
2025-03-22,ORD02870,DVR0101,4.4,Success,Yes,37128.14,7984.33,0.0,1,1,1,1,1
2025-03-23,ORD02871,DVR0493,4.87,Success,Yes,35067.96,6870.25,0.0,1,1,1,1,1
2025-03-24,ORD02872,DVR0643,4.73,Success,Yes,31739.05,6946.31,0.0,1,0,1,1,0
2025-03-25,ORD02873,DVR0613,4.65,Success,Yes,41847.45,8075.31,0.0,1,0,1,1,0
2025-03-26,ORD02874,DVR0018,4.62,Success,Yes,67638.4,12878.99,0.0,1,1,1,1,1
2025-03-27,ORD02875,DVR0453,4.32,Fail,No,67975.73,14926.63,17732.11,1,1,1,1,1
2025-03-28,ORD02876,DVR0481,4.83,Success,Yes,63865.86,12135.29,0.0,1,1,1,1,1
2025-03-29,ORD02877,DVR0593,4.44,Success,Yes,30485.62,6029.14,0.0,1,1,1,1,1
2025-03-30,ORD02878,DVR0396,4.55,Success,No,31124.94,6364.26,0.0,1,1,1,1,1
2025-03-31,ORD02879,DVR0278,4.78,Success,Yes,30414.3,5866.96,0.0,1,1,1,1,1
2025-01-01,ORD02880,DVR0850,4.34,Success,Yes,44665.6,8726.26,0.0,1,1,1,1,0
2025-01-02,ORD02881,DVR0364,4.44,Success,Yes,69210.32,14453.22,0.0,1,1,1,1,0
2025-01-03,ORD02882,DVR0330,4.94,Success,Yes,65873.51,13762.36,0.0,1,1,1,1,0
2025-01-04,ORD02883,DVR0640,4.72,Success,Yes,40021.4,8490.33,0.0,1,1,1,1,0
2025-01-05,ORD02884,DVR0343,4.57,Success,Yes,46407.79,9455.5,0.0,1,1,1,1,0
2025-01-06,ORD02885,DVR0821,4.73,Success,Yes,62977.13,11924.15,0.0,1,1,1,1,0
2025-01-07,ORD02886,DVR0454,4.83,Success,Yes,60343.34,11665.84,0.0,1,1,1,1,0
2025-01-08,ORD02887,DVR0600,4.92,Success,No,35304.72,7626.82,0.0,1,1,1,1,0
2025-01-09,ORD02888,DVR0724,4.48,Success,Yes,34311.07,7182.99,0.0,1,1,1,1,0
2025-01-10,ORD02889,DVR0654,4.5,Success,Yes,51748.82,9497.0,0.0,1,0,1,1,0
2025-01-11,ORD02890,DVR0064,4.82,Success,Yes,34084.47,7162.67,0.0,1,1,1,1,0
2025-01-12,ORD02891,DVR0075,4.83,Success,Yes,63000.75,12173.4,0.0,1,1,1,1,0
2025-01-13,ORD02892,DVR0710,4.43,Success,Yes,40133.06,7261.24,0.0,1,1,1,1,0
2025-01-14,ORD02893,DVR0142,4.5,Success,Yes,37533.19,7482.21,0.0,1,1,1,1,0
2025-01-15,ORD02894,DVR0916,4.66,Success,Yes,37426.86,8059.34,0.0,1,1,1,1,0
2025-01-16,ORD02895,DVR0914,4.7,Success,Yes,31809.26,6291.04,0.0,1,1,1,1,0
2025-01-17,ORD02896,DVR0827,4.71,Success,Yes,55673.39,12223.2,0.0,1,1,1,1,0
2025-01-18,ORD02897,DVR0604,4.43,Success,Yes,36579.84,6844.93,0.0,1,1,1,1,0
2025-01-19,ORD02898,DVR0472,4.71,Success,Yes,39333.52,7632.11,0.0,1,1,1,1,0
2025-01-20,ORD02899,DVR0416,4.56,Success,Yes,60052.24,10849.32,0.0,1,1,1,1,0
2025-01-21,ORD02900,DVR0304,4.47,Success,Yes,32299.25,5878.92,0.0,1,1,1,1,0
2025-01-22,ORD02901,DVR0735,4.7,Success,Yes,38109.8,7399.88,0.0,1,1,1,1,0
2025-01-23,ORD02902,DVR0496,4.68,Success,Yes,35973.94,7235.64,0.0,1,1,1,1,0
2025-01-24,ORD02903,DVR0290,4.86,Fail,No,30193.96,5721.27,24671.86,1,1,1,1,0
2025-01-25,ORD02904,DVR0939,4.53,Success,Yes,51573.69,9626.66,0.0,1,1,1,1,0
2025-01-26,ORD02905,DVR0101,4.75,Success,Yes,37601.36,7400.96,0.0,1,1,1,1,0
2025-01-27,ORD02906,DVR0985,4.39,Success,Yes,55316.26,10334.57,0.0,1,1,1,1,0
2025-01-28,ORD02907,DVR0266,4.65,Success,Yes,50071.18,10276.4,0.0,1,1,1,1,0
2025-01-29,ORD02908,DVR0866,4.79,Success,Yes,56715.12,12375.89,0.0,1,1,1,1,0
2025-01-30,ORD02909,DVR0967,4.81,Success,Yes,69262.57,14701.79,0.0,1,1,1,1,0
2025-01-31,ORD02910,DVR0621,4.81,Success,Yes,38794.96,7317.06,0.0,1,1,1,1,0
2025-02-01,ORD02911,DVR0973,4.86,Success,Yes,56635.09,12349.02,0.0,1,1,1,1,1
2025-02-02,ORD02912,DVR0841,4.61,Success,Yes,63344.43,13305.19,0.0,1,1,1,1,1
2025-02-03,ORD02913,DVR0961,4.8,Success,Yes,68295.45,12716.54,0.0,1,1,1,1,1
2025-02-04,ORD02914,DVR0941,5.0,Success,Yes,54893.37,11153.08,0.0,1,1,1,1,1
2025-02-05,ORD02915,DVR0776,4.61,Success,No,35233.36,7704.1,0.0,1,1,1,1,1
2025-02-06,ORD02916,DVR0002,4.98,Success,Yes,32153.92,5912.15,0.0,1,1,1,1,1
2025-02-07,ORD02917,DVR0084,4.88,Success,Yes,41140.53,7851.27,0.0,1,1,1,1,1
2025-02-08,ORD02918,DVR0793,4.65,Success,Yes,67126.29,13087.19,0.0,1,1,1,1,1
2025-02-09,ORD02919,DVR0327,4.66,Success,Yes,51477.27,9503.93,0.0,1,1,1,1,1
2025-02-10,ORD02920,DVR0815,4.72,Success,Yes,53172.22,10207.46,0.0,1,1,1,1,1
2025-02-11,ORD02921,DVR0449,4.86,Success,Yes,54424.1,11303.51,0.0,1,1,1,1,1
2025-02-12,ORD02922,DVR0453,4.78,Success,Yes,43288.61,8618.31,0.0,1,1,1,1,1
2025-02-13,ORD02923,DVR0923,4.61,Success,Yes,37263.64,7335.09,0.0,1,1,1,1,1
2025-02-14,ORD02924,DVR0628,4.28,Success,Yes,68169.67,13448.35,0.0,1,1,1,1,1
2025-02-15,ORD02925,DVR0220,4.83,Success,Yes,60215.4,12668.48,0.0,1,1,1,1,1
2025-02-16,ORD02926,DVR0153,4.31,Success,No,50442.0,11079.65,0.0,1,1,1,1,1
2025-02-17,ORD02927,DVR0664,4.43,Success,Yes,45068.21,9173.45,0.0,1,1,1,1,1
2025-02-18,ORD02928,DVR0011,4.62,Success,Yes,49310.89,10358.34,0.0,1,1,1,1,1
2025-02-19,ORD02929,DVR0132,4.46,Success,Yes,31346.61,6109.53,0.0,1,1,0,1,1
2025-02-20,ORD02930,DVR0993,4.76,Success,Yes,39899.74,8555.53,0.0,1,1,1,1,1
2025-02-21,ORD02931,DVR0303,4.64,Success,Yes,40028.24,7878.08,0.0,1,1,1,1,1
2025-02-22,ORD02932,DVR0292,4.86,Success,Yes,47813.89,10394.97,0.0,1,1,1,1,1
2025-02-23,ORD02933,DVR0974,4.38,Success,Yes,39450.77,8274.41,0.0,1,1,1,1,1
2025-02-24,ORD02934,DVR0299,4.57,Success,Yes,37418.29,7794.14,0.0,0,1,1,1,0
2025-02-25,ORD02935,DVR0739,4.7,Success,Yes,60621.11,11615.33,0.0,1,1,1,1,1
2025-02-26,ORD02936,DVR0782,4.71,Success,Yes,65740.22,13926.77,0.0,1,1,1,1,1
2025-02-27,ORD02937,DVR0042,4.84,Success,Yes,32685.6,6021.06,0.0,1,1,1,1,1
2025-02-28,ORD02938,DVR0943,4.52,Success,Yes,38386.15,7735.61,0.0,1,1,1,1,1
2025-03-01,ORD02939,DVR0342,4.61,Success,Yes,60947.47,12763.32,0.0,1,1,1,1,1
2025-03-02,ORD02940,DVR0325,4.8,Success,Yes,62633.39,13487.7,0.0,1,1,1,1,1
2025-03-03,ORD02941,DVR0813,4.26,Success,Yes,50006.4,10140.61,0.0,1,1,1,1,1
2025-03-04,ORD02942,DVR0497,4.78,Success,Yes,57795.31,11000.35,0.0,1,1,1,1,1
2025-03-05,ORD02943,DVR0363,4.85,Success,Yes,33104.01,7082.75,0.0,1,1,1,1,1
2025-03-06,ORD02944,DVR0890,4.43,Success,Yes,63981.15,13482.06,0.0,1,1,1,1,1
2025-03-07,ORD02945,DVR0426,4.64,Success,Yes,63309.15,11784.53,0.0,1,1,1,1,1
2025-03-08,ORD02946,DVR0020,5.0,Success,Yes,57736.08,12407.22,0.0,1,1,1,1,1
2025-03-09,ORD02947,DVR0406,4.83,Success,Yes,66653.08,14556.71,0.0,1,1,1,1,1
2025-03-10,ORD02948,DVR0618,4.79,Fail,No,31905.37,6429.23,36947.53,1,1,1,1,1
2025-03-11,ORD02949,DVR0335,4.9,Success,Yes,39238.54,7123.15,0.0,1,1,1,1,1
2025-03-12,ORD02950,DVR0814,5.0,Success,Yes,44501.81,9640.19,0.0,1,1,1,1,1
2025-03-13,ORD02951,DVR0116,4.7,Success,Yes,36343.55,6720.31,0.0,1,1,1,1,1
2025-03-14,ORD02952,DVR0123,4.62,Success,Yes,62593.11,12851.92,0.0,1,1,1,1,1
2025-03-15,ORD02953,DVR0398,4.9,Success,Yes,60287.73,11818.58,0.0,1,1,1,1,1
2025-03-16,ORD02954,DVR0792,4.66,Success,Yes,60930.1,13385.21,0.0,1,1,1,1,1
2025-03-17,ORD02955,DVR0803,4.51,Success,Yes,41651.74,9025.37,0.0,1,1,1,1,1
2025-03-18,ORD02956,DVR0714,4.59,Success,Yes,60507.45,12790.07,0.0,1,1,1,1,1
2025-03-19,ORD02957,DVR0050,4.76,Success,Yes,34922.3,6564.38,0.0,1,1,1,1,1
2025-03-20,ORD02958,DVR0782,4.61,Success,Yes,34272.02,7127.47,0.0,1,1,1,1,1
2025-03-21,ORD02959,DVR0323,4.63,Success,Yes,53362.29,10826.45,0.0,1,1,1,1,1
2025-03-22,ORD02960,DVR0788,4.49,Success,Yes,31946.75,5923.37,0.0,1,1,1,1,1
2025-03-23,ORD02961,DVR0140,4.99,Success,Yes,67546.02,14305.39,0.0,1,1,1,1,1
2025-03-24,ORD02962,DVR0469,4.63,Success,Yes,43153.86,7916.93,0.0,1,1,1,1,1
2025-03-25,ORD02963,DVR0786,4.56,Success,No,49081.3,9780.16,0.0,1,0,1,1,0
2025-03-26,ORD02964,DVR0801,4.58,Success,Yes,62529.17,12322.16,0.0,1,1,1,1,1
2025-03-27,ORD02965,DVR0333,4.86,Success,Yes,46002.11,9763.85,0.0,1,1,1,1,1
2025-03-28,ORD02966,DVR0892,4.81,Success,Yes,47225.81,9308.33,0.0,1,1,1,1,1
2025-03-29,ORD02967,DVR0963,4.6,Success,Yes,43917.76,9124.9,0.0,1,1,1,1,1
2025-03-30,ORD02968,DVR0372,4.71,Success,Yes,44068.94,8775.47,0.0,1,1,1,1,1
2025-03-31,ORD02969,DVR0563,4.76,Success,Yes,48718.21,9903.48,0.0,1,1,1,1,1
2025-01-01,ORD02970,DVR0493,4.56,Success,Yes,67837.14,12864.75,0.0,1,1,1,1,0
2025-01-02,ORD02971,DVR0538,4.39,Success,Yes,67440.72,12685.47,0.0,1,1,1,1,0
2025-01-03,ORD02972,DVR0668,4.8,Success,Yes,51806.47,10796.29,0.0,1,1,1,1,0
2025-01-04,ORD02973,DVR0750,4.57,Success,Yes,48238.39,8918.95,0.0,1,1,1,1,0
2025-01-05,ORD02974,DVR0155,4.79,Success,Yes,62326.45,11657.5,0.0,1,1,1,1,0
2025-01-06,ORD02975,DVR0290,4.76,Success,Yes,57237.17,12456.97,0.0,1,1,1,1,0
2025-01-07,ORD02976,DVR0647,4.71,Success,Yes,65262.54,12408.57,0.0,1,1,1,1,0
2025-01-08,ORD02977,DVR0143,4.61,Success,Yes,59224.47,11426.29,0.0,1,1,1,1,0
2025-01-09,ORD02978,DVR0105,4.57,Success,Yes,68093.77,13981.54,0.0,1,1,1,1,0
2025-01-10,ORD02979,DVR0419,4.47,Success,Yes,65449.83,12933.81,0.0,1,1,1,1,0
2025-01-11,ORD02980,DVR0669,4.58,Success,Yes,64209.97,12993.53,0.0,1,1,1,1,0
2025-01-12,ORD02981,DVR0657,4.81,Success,Yes,45661.93,8483.24,0.0,1,1,1,1,0
2025-01-13,ORD02982,DVR0001,4.98,Success,Yes,45448.49,9403.12,0.0,1,1,1,1,0
2025-01-14,ORD02983,DVR0944,4.95,Success,Yes,59648.11,11110.26,0.0,1,1,1,1,0
2025-01-15,ORD02984,DVR0588,4.73,Success,Yes,33349.96,7000.46,0.0,1,1,1,1,0
2025-01-16,ORD02985,DVR0643,4.98,Success,Yes,42888.58,8618.23,0.0,1,0,1,1,0
2025-01-17,ORD02986,DVR0089,4.64,Success,Yes,67288.95,14308.84,0.0,1,1,1,1,0
2025-01-18,ORD02987,DVR0344,4.44,Success,Yes,48004.05,8972.31,0.0,1,1,1,1,0
2025-01-19,ORD02988,DVR0349,5.0,Success,Yes,40795.93,7959.35,0.0,1,1,0,1,0
2025-01-20,ORD02989,DVR0458,4.81,Success,Yes,49058.09,10492.21,0.0,1,1,1,1,0
2025-01-21,ORD02990,DVR0262,4.39,Success,Yes,41543.58,8805.1,0.0,1,1,1,1,0
2025-01-22,ORD02991,DVR0350,5.0,Success,Yes,60730.44,13277.51,0.0,1,0,1,1,0
2025-01-23,ORD02992,DVR0107,4.55,Success,Yes,64024.2,12092.79,0.0,1,1,1,1,0
2025-01-24,ORD02993,DVR0585,4.59,Success,Yes,61306.33,12356.97,0.0,1,1,0,1,0
2025-01-25,ORD02994,DVR0038,4.9,Success,Yes,35961.88,6498.87,0.0,1,1,1,1,0
2025-01-26,ORD02995,DVR0908,4.97,Success,Yes,43442.29,9496.89,0.0,1,1,1,1,0
2025-01-27,ORD02996,DVR0158,4.5,Success,Yes,38558.84,7210.7,0.0,1,1,1,1,0
2025-01-28,ORD02997,DVR0582,4.99,Success,Yes,31711.96,6855.75,0.0,1,1,1,1,0
2025-01-29,ORD02998,DVR0958,4.87,Success,Yes,59567.02,12338.31,0.0,1,1,1,1,0
2025-01-30,ORD02999,DVR0311,4.54,Success,Yes,47134.38,10250.5,0.0,1,1,1,1,0
2025-01-31,ORD03000,DVR0240,4.65,Success,Yes,41064.92,7799.43,0.0,1,1,1,1,0
2025-02-01,ORD03001,DVR0937,5.0,Success,Yes,42301.1,8198.23,0.0,1,1,1,1,1
2025-02-02,ORD03002,DVR0444,4.39,Success,Yes,35400.66,6604.92,0.0,1,1,1,1,1
2025-02-03,ORD03003,DVR0297,4.98,Success,Yes,63070.43,12418.4,0.0,1,1,1,1,1
2025-02-04,ORD03004,DVR0951,4.87,Success,Yes,35756.98,7791.45,0.0,1,1,1,1,1
2025-02-05,ORD03005,DVR0035,4.8,Success,Yes,43532.65,8830.45,0.0,1,1,1,1,1
2025-02-06,ORD03006,DVR0083,4.73,Success,Yes,30295.52,5957.46,0.0,1,1,1,1,1
2025-02-07,ORD03007,DVR0451,5.0,Success,No,47456.46,9158.84,0.0,1,1,1,1,1
2025-02-08,ORD03008,DVR0885,5.0,Success,Yes,44192.02,8988.24,0.0,1,1,1,1,1
2025-02-09,ORD03009,DVR0774,4.58,Success,Yes,58764.08,12277.5,0.0,1,1,0,1,1
2025-02-10,ORD03010,DVR0821,4.82,Success,Yes,58612.55,11503.98,0.0,1,1,1,1,1
2025-02-11,ORD03011,DVR0384,5.0,Success,Yes,31545.25,5969.5,0.0,1,1,1,1,1
2025-02-12,ORD03012,DVR0171,4.54,Success,Yes,34634.56,7044.68,0.0,1,1,1,1,1
2025-02-13,ORD03013,DVR0375,4.75,Success,No,66185.04,12881.1,0.0,1,1,1,1,1
2025-02-14,ORD03014,DVR0684,4.9,Success,Yes,61671.93,13553.82,0.0,1,1,1,1,1
2025-02-15,ORD03015,DVR0361,4.3,Success,Yes,45579.4,9008.39,0.0,1,1,1,1,1
2025-02-16,ORD03016,DVR0558,4.87,Success,Yes,36654.98,7234.94,0.0,1,1,1,1,1
2025-02-17,ORD03017,DVR0890,4.48,Success,Yes,40431.25,8635.25,0.0,1,1,1,1,1
2025-02-18,ORD03018,DVR0140,4.74,Success,Yes,56321.07,10703.3,0.0,1,1,1,1,1
2025-02-19,ORD03019,DVR0886,4.93,Success,Yes,67819.72,12386.56,0.0,1,1,1,1,1
2025-02-20,ORD03020,DVR0917,4.22,Success,Yes,54629.52,11699.06,0.0,0,1,1,1,0
2025-02-21,ORD03021,DVR0117,4.86,Success,Yes,31057.82,6322.18,0.0,1,1,1,1,1
2025-02-22,ORD03022,DVR0276,5.0,Success,Yes,56028.73,10668.22,0.0,1,1,1,1,1
2025-02-23,ORD03023,DVR0725,4.59,Success,Yes,67790.07,13131.64,0.0,1,1,1,1,1
2025-02-24,ORD03024,DVR0219,4.82,Success,Yes,44345.64,8737.24,0.0,1,1,1,1,1
2025-02-25,ORD03025,DVR0904,4.97,Success,Yes,67342.23,13954.36,0.0,1,1,1,1,1
2025-02-26,ORD03026,DVR0025,4.38,Success,Yes,56824.79,11292.64,0.0,1,1,1,1,1
2025-02-27,ORD03027,DVR0520,4.85,Success,Yes,37593.42,7362.02,0.0,1,1,1,1,1
2025-02-28,ORD03028,DVR0782,4.9,Success,Yes,35812.22,7564.21,0.0,1,1,1,1,1
2025-03-01,ORD03029,DVR0009,4.83,Success,Yes,37051.98,6775.84,0.0,1,1,1,1,1
2025-03-02,ORD03030,DVR0983,4.72,Success,Yes,57968.98,11947.49,0.0,1,1,1,1,1
2025-03-03,ORD03031,DVR0377,4.5,Success,Yes,53580.85,10606.7,0.0,1,1,1,1,1
2025-03-04,ORD03032,DVR0632,4.98,Success,Yes,48221.74,9325.8,0.0,1,1,1,1,1
2025-03-05,ORD03033,DVR0636,4.71,Success,Yes,40534.19,8800.1,0.0,1,1,1,1,1
2025-03-06,ORD03034,DVR0681,4.52,Success,Yes,66289.25,13994.8,0.0,1,1,1,1,1
2025-03-07,ORD03035,DVR0583,4.64,Success,Yes,38549.74,7277.05,0.0,1,1,1,1,1
2025-03-08,ORD03036,DVR0151,4.77,Success,Yes,41344.25,8520.78,0.0,1,1,1,1,1
2025-03-09,ORD03037,DVR0719,4.39,Fail,No,32196.73,6854.41,17517.33,1,1,1,1,1
2025-03-10,ORD03038,DVR0048,4.7,Success,Yes,41013.01,9005.37,0.0,1,1,1,1,1
2025-03-11,ORD03039,DVR0153,4.62,Success,Yes,66915.91,13914.29,0.0,1,1,1,1,1
2025-03-12,ORD03040,DVR0858,4.97,Success,Yes,37504.16,7786.9,0.0,1,1,1,1,1
2025-03-13,ORD03041,DVR0292,4.33,Success,Yes,38158.51,7804.62,0.0,1,1,1,1,1
2025-03-14,ORD03042,DVR0579,4.89,Success,Yes,53999.1,9806.24,0.0,1,1,1,1,1
2025-03-15,ORD03043,DVR0049,4.98,Success,Yes,52678.14,10714.85,0.0,1,1,1,1,1
2025-03-16,ORD03044,DVR0663,4.33,Success,Yes,37038.34,7859.61,0.0,1,1,1,1,1
2025-03-17,ORD03045,DVR0530,4.36,Success,Yes,36170.59,7082.81,0.0,1,1,1,1,1
2025-03-18,ORD03046,DVR0611,5.0,Success,Yes,34679.08,7056.47,0.0,1,1,1,1,1
2025-03-19,ORD03047,DVR0059,4.52,Success,Yes,64443.42,13988.06,0.0,1,1,1,1,1
2025-03-20,ORD03048,DVR0166,5.0,Success,Yes,56177.41,10498.51,0.0,1,1,1,1,1
2025-03-21,ORD03049,DVR0201,4.34,Success,Yes,68137.83,13029.25,0.0,1,1,1,1,1
2025-03-22,ORD03050,DVR0856,4.73,Success,Yes,36633.34,6755.65,0.0,1,1,1,1,1
2025-03-23,ORD03051,DVR0145,4.7,Success,Yes,48424.15,9685.3,0.0,1,1,1,1,1
2025-03-24,ORD03052,DVR0914,4.66,Success,Yes,59721.86,12755.75,0.0,1,1,1,1,1
2025-03-25,ORD03053,DVR0675,4.79,Success,Yes,38541.93,7608.51,0.0,1,1,1,1,1
2025-03-26,ORD03054,DVR0969,4.8,Success,Yes,57387.07,10489.99,0.0,1,1,1,1,1
2025-03-27,ORD03055,DVR0992,4.67,Success,Yes,48952.13,9327.41,0.0,1,1,1,1,1
2025-03-28,ORD03056,DVR0438,4.5,Success,Yes,47233.15,10182.91,0.0,1,1,1,1,1
2025-03-29,ORD03057,DVR0241,4.91,Success,Yes,55799.91,11288.38,0.0,1,1,1,1,1
2025-03-30,ORD03058,DVR0580,4.83,Success,Yes,48707.78,10548.3,0.0,1,1,1,1,1
2025-03-31,ORD03059,DVR0686,4.72,Success,Yes,62800.52,13400.22,0.0,1,1,1,1,1
2025-01-01,ORD03060,DVR0560,4.82,Success,Yes,67220.85,13213.71,0.0,1,1,1,1,0
2025-01-02,ORD03061,DVR0482,4.85,Success,Yes,53554.35,10996.94,0.0,1,1,1,1,0
2025-01-03,ORD03062,DVR0107,4.55,Success,Yes,42023.78,8681.15,0.0,1,1,1,1,0
2025-01-04,ORD03063,DVR0225,4.81,Success,Yes,61088.89,12820.84,0.0,1,1,1,1,0
2025-01-05,ORD03064,DVR0672,4.59,Success,Yes,36819.59,7117.91,0.0,1,1,1,1,0
2025-01-06,ORD03065,DVR0630,4.86,Success,Yes,33799.63,6474.64,0.0,1,1,1,1,0
2025-01-07,ORD03066,DVR0660,4.66,Success,Yes,50749.26,10524.56,0.0,1,1,1,1,0
2025-01-08,ORD03067,DVR0976,4.82,Success,Yes,55869.43,11886.23,0.0,1,1,1,1,0
2025-01-09,ORD03068,DVR0661,4.61,Success,Yes,63399.92,12462.51,0.0,1,1,1,1,0
2025-01-10,ORD03069,DVR0431,4.83,Success,Yes,68208.5,13153.51,0.0,1,1,1,1,0
2025-01-11,ORD03070,DVR0804,4.5,Success,Yes,64933.52,13832.23,0.0,1,1,1,1,0
2025-01-12,ORD03071,DVR0654,4.71,Success,Yes,69547.98,14429.68,0.0,1,0,1,1,0
2025-01-13,ORD03072,DVR0418,4.9,Success,Yes,49028.0,9498.78,0.0,1,1,1,1,0
2025-01-14,ORD03073,DVR0987,4.79,Success,No,42661.5,8582.92,0.0,1,1,1,1,0
2025-01-15,ORD03074,DVR0454,4.74,Success,Yes,48388.25,10569.66,0.0,1,1,1,1,0
2025-01-16,ORD03075,DVR0159,5.0,Success,Yes,55765.22,11710.41,0.0,1,1,1,1,0
2025-01-17,ORD03076,DVR0522,4.9,Success,Yes,50290.26,9498.15,0.0,1,1,1,1,0
2025-01-18,ORD03077,DVR0649,4.87,Success,Yes,55364.79,10619.04,0.0,1,1,1,1,0
2025-01-19,ORD03078,DVR0968,4.83,Success,Yes,65468.9,12478.95,0.0,1,1,1,1,0
2025-01-20,ORD03079,DVR0589,4.86,Success,Yes,36632.47,7836.93,0.0,1,1,1,1,0
2025-01-21,ORD03080,DVR0076,5.0,Success,Yes,34810.56,7159.03,0.0,1,1,0,1,0
2025-01-22,ORD03081,DVR0508,4.62,Success,Yes,49940.75,10867.1,0.0,1,1,1,1,0
2025-01-23,ORD03082,DVR0440,4.9,Success,Yes,69270.72,12720.69,0.0,1,1,1,1,0
2025-01-24,ORD03083,DVR0253,4.77,Success,Yes,32361.74,5892.43,0.0,1,1,1,1,0
2025-01-25,ORD03084,DVR0920,4.62,Success,Yes,69462.29,14382.03,0.0,1,1,1,1,0
2025-01-26,ORD03085,DVR0769,4.68,Success,Yes,68708.26,13100.26,0.0,1,1,1,1,0
2025-01-27,ORD03086,DVR0319,4.74,Success,Yes,41703.98,8639.68,0.0,1,1,1,1,0
2025-01-28,ORD03087,DVR0802,4.53,Success,Yes,65640.15,13714.77,0.0,1,1,1,1,0
2025-01-29,ORD03088,DVR0262,4.87,Success,Yes,30310.34,5825.02,0.0,1,1,1,1,0
2025-01-30,ORD03089,DVR0596,4.68,Success,Yes,48162.45,10504.55,0.0,1,1,1,1,0
2025-01-31,ORD03090,DVR0657,4.72,Success,Yes,46084.94,9723.44,0.0,1,1,1,1,0
2025-02-01,ORD03091,DVR0834,4.97,Success,Yes,66106.32,12870.52,0.0,1,1,1,1,1
2025-02-02,ORD03092,DVR0553,4.73,Success,No,48891.85,9606.5,0.0,1,1,1,1,1
2025-02-03,ORD03093,DVR0373,5.0,Success,Yes,46717.55,9746.91,0.0,1,1,1,1,1
2025-02-04,ORD03094,DVR0636,4.6,Success,Yes,55583.78,10681.06,0.0,1,1,1,1,1
2025-02-05,ORD03095,DVR0166,4.48,Success,Yes,45031.97,8637.81,0.0,1,1,1,1,1
2025-02-06,ORD03096,DVR0936,4.64,Success,Yes,51462.38,10549.6,0.0,1,1,1,1,1
2025-02-07,ORD03097,DVR0752,4.14,Success,Yes,68222.66,12647.92,0.0,1,1,1,1,1
2025-02-08,ORD03098,DVR0458,4.88,Success,Yes,38104.69,8372.88,0.0,1,1,1,1,1
2025-02-09,ORD03099,DVR0998,4.49,Success,Yes,48356.51,9259.76,0.0,1,1,1,1,1
2025-02-10,ORD03100,DVR0279,4.58,Success,Yes,30615.09,5979.39,0.0,1,1,1,1,1
2025-02-11,ORD03101,DVR0699,4.84,Success,Yes,63689.48,12035.44,0.0,1,1,1,1,1
2025-02-12,ORD03102,DVR0301,4.72,Success,Yes,33680.69,6929.46,0.0,1,1,1,1,1
2025-02-13,ORD03103,DVR0530,4.61,Success,Yes,33790.49,6164.05,0.0,1,1,1,1,1
2025-02-14,ORD03104,DVR0579,4.29,Success,Yes,65313.58,14180.38,0.0,1,1,1,1,1
2025-02-15,ORD03105,DVR0217,4.96,Success,Yes,46371.84,8910.79,0.0,1,1,1,1,1
2025-02-16,ORD03106,DVR0101,4.84,Success,Yes,57491.82,12481.19,0.0,1,1,1,1,1
2025-02-17,ORD03107,DVR0553,5.0,Success,Yes,64313.85,12228.74,0.0,1,1,1,1,1
2025-02-18,ORD03108,DVR0287,4.58,Success,Yes,44979.1,9020.63,0.0,1,1,1,1,1
2025-02-19,ORD03109,DVR0166,4.41,Success,Yes,40461.9,8408.26,0.0,1,1,1,1,1
2025-02-20,ORD03110,DVR0620,4.9,Success,Yes,36780.72,7521.84,0.0,1,1,1,1,1
2025-02-21,ORD03111,DVR0035,4.66,Success,Yes,54284.78,10884.08,0.0,1,1,1,1,1
2025-02-22,ORD03112,DVR0743,4.83,Success,Yes,40090.9,8480.88,0.0,1,1,1,1,1
2025-02-23,ORD03113,DVR0740,5.0,Success,Yes,55371.52,11008.95,0.0,1,1,1,1,1
