date,release_id,dev_cost,revenue_from_release,feature_count,cost_per_feature,time_to_market_days,total_active_users,users_using_feature,feature_adoption_rate,users_retained,user_retention_rate,inapp_nps
2025-01-14,REL02263,2773520.06,4575322.13,4,693380.02,49,7127,4083,57.29,6236,87.5,58
2025-01-15,REL02264,3428358.31,9137421.89,4,857089.58,62,9613,5525,57.47,8877,92.34,58
2025-01-16,REL02265,3525230.21,7251840.49,5,705046.04,45,18950,5609,29.6,15340,80.95,53
2025-01-17,REL02266,3366788.65,5249110.51,7,480969.81,31,18379,4614,25.1,15793,85.93,48
2025-01-18,REL02267,3810535.09,7792046.1,4,952633.77,78,7749,3691,47.63,6387,82.42,39
2025-01-19,REL02268,1949733.87,4710487.09,7,278533.41,88,13435,5713,42.52,10184,75.8,65
2025-01-20,REL02269,3049455.11,5119654.71,9,338828.35,30,13200,4368,33.09,12067,91.42,46
2025-01-21,REL02270,1416899.21,4089244.43,3,472299.74,66,8654,4100,47.38,7588,87.68,46
2025-01-22,REL02271,2538045.31,4102772.12,5,507609.06,42,19799,4450,22.48,14857,75.04,61
2025-01-23,REL02272,2950668.27,8542214.38,4,737667.07,62,15885,3476,21.88,12706,79.99,45
2025-01-24,REL02273,3608897.04,9241325.3,9,400988.56,58,14515,4960,34.17,11783,81.18,52
2025-01-25,REL02274,4802124.21,9578164.54,5,960424.84,74,10439,2897,27.75,9523,91.23,45
2025-01-26,REL02275,3402604.27,7098259.61,2,1701302.14,37,15488,7549,48.74,13972,90.21,61
2025-01-27,REL02276,3974375.66,10377945.55,1,3974375.66,61,7370,4268,57.91,6111,82.92,31
2025-01-28,REL02277,3025064.24,7266829.44,7,432152.03,45,7603,3532,46.46,5941,78.14,69
2025-01-29,REL02278,3536416.13,8867437.49,1,3536416.13,37,10747,4964,46.19,8889,82.71,35
2025-01-30,REL02279,1283728.86,2674966.06,8,160466.11,60,8533,1729,20.26,7782,91.2,39
2025-01-31,REL02280,2017566.32,4502643.56,9,224174.04,61,12565,5087,40.49,10560,84.04,63
2025-02-01,REL02281,2447412.37,7305039.44,7,349630.34,52,13584,7156,52.68,10502,77.31,59
2025-02-02,REL02282,2889973.42,5262307.24,9,321108.16,62,6251,2885,46.15,4736,75.76,65
2025-02-03,REL02283,1182594.98,2515124.41,6,197099.16,33,7966,2319,29.11,6505,81.66,35
2025-02-04,REL02284,1560096.39,3023053.04,7,222870.91,74,17856,9631,53.94,13921,77.96,62
2025-02-05,REL02285,2107257.23,5579315.99,3,702419.08,77,17531,10268,58.57,15760,89.9,34
2025-02-06,REL02286,4886130.76,12928794.53,9,542903.42,29,16320,5085,31.16,13149,80.57,57
2025-02-07,REL02287,2325388.03,4508155.81,3,775129.34,47,14358,4060,28.28,13288,92.55,36
2025-02-08,REL02288,2928164.23,4749732.67,6,488027.37,33,19527,6549,33.54,17056,87.35,48
2025-02-09,REL02289,1784390.85,2707186.82,4,446097.71,45,15758,3549,22.52,13059,82.87,55
2025-02-10,REL02290,3443120.28,7372325.82,9,382568.92,36,12571,6906,54.94,10962,87.2,67
2025-02-11,REL02291,2122732.86,4490654.93,1,2122732.86,53,8007,4577,57.16,6477,80.89,67
2025-02-12,REL02292,1827970.31,5452076.49,9,203107.81,33,12813,5808,45.33,9971,77.82,68
2025-02-13,REL02293,3066290.51,6760260.23,4,766572.63,45,12206,6172,50.57,11508,94.28,46
2025-02-14,REL02294,1022023.2,1926133.08,5,204404.64,53,13384,6256,46.74,11545,86.26,48
2025-02-15,REL02295,1030656.13,2923810.82,1,1030656.13,43,13518,4744,35.09,10158,75.14,56
2025-02-16,REL02296,1876275.24,4196480.81,1,1876275.24,89,19818,8973,45.28,16093,81.2,66
2025-02-17,REL02297,1146885.45,2751106.9,6,191147.58,39,9120,4874,53.44,7130,78.18,36
2025-02-18,REL02298,1432103.02,2353665.7,1,1432103.02,58,9197,4818,52.39,7372,80.16,67
2025-02-19,REL02299,2355442.6,4886070.33,2,1177721.3,64,13854,3219,23.24,10544,76.11,46
2025-02-20,REL02300,4210342.72,12278771.99,3,1403447.57,53,17504,6739,38.5,13985,79.9,58
2025-02-21,REL02301,3288194.57,7839904.46,7,469742.08,41,9837,3530,35.88,8721,88.66,68
2025-02-22,REL02302,3050670.9,6152449.03,2,1525335.45,52,9025,4519,50.07,8249,91.4,46
2025-02-23,REL02303,2173955.29,5301191.65,5,434791.06,25,17554,7031,40.05,14385,81.95,44
2025-02-24,REL02304,4727014.88,13545812.47,9,525223.88,35,9257,3146,33.99,7910,85.45,45
2025-02-25,REL02305,2588060.16,4945746.48,8,323507.52,42,19622,9468,48.25,14880,75.83,62
2025-02-26,REL02306,1348371.07,3044183.76,8,168546.38,37,9773,3805,38.93,7507,76.81,40
2025-02-27,REL02307,3468266.06,10189890.48,2,1734133.03,33,14077,4260,30.26,12111,86.03,62
2025-02-28,REL02308,1455353.57,2559376.37,1,1455353.57,69,8953,4979,55.61,8219,91.8,61
2025-03-01,REL02309,2380892.57,6141502.6,9,264543.62,80,7294,1788,24.51,5598,76.75,57
2025-03-02,REL02310,3029647.75,7336963.13,4,757411.94,55,11317,2345,20.72,9435,83.37,49
2025-03-03,REL02311,4496890.1,11329971.7,9,499654.46,34,8467,2180,25.75,7993,94.4,58
2025-03-04,REL02312,2974186.32,6028168.41,7,424883.76,24,6032,1601,26.54,5415,89.77,45
2025-03-05,REL02313,3809035.06,7506918.9,6,634839.18,72,18196,7555,41.52,14366,78.95,59
2025-03-06,REL02314,4971267.36,12558984.84,9,552363.04,67,6471,2911,44.99,5222,80.7,46
2025-03-07,REL02315,1525956.48,2782299.23,4,381489.12,30,10113,3837,37.94,9502,93.96,43
2025-03-08,REL02316,2098926.1,4469625.6,1,2098926.1,21,10690,3011,28.17,8489,79.41,53
2025-03-09,REL02317,2578304.3,4595213.7,5,515660.86,43,15836,4004,25.28,13273,83.82,66
2025-03-10,REL02318,2687312.71,4064445.62,6,447885.45,87,11805,4684,39.68,9693,82.11,42
2025-03-11,REL02319,2644084.3,7813496.6,6,440680.72,31,18632,7940,42.61,15800,84.8,47
2025-03-12,REL02320,4630444.01,9944130.72,1,4630444.01,78,9071,2917,32.16,7232,79.73,36
2025-03-13,REL02321,3856130.58,11391103.91,7,550875.8,86,12739,3671,28.82,11257,88.37,40
2025-03-14,REL02322,3431620.86,5869736.97,8,428952.61,51,6148,1427,23.21,4899,79.68,46
2025-03-15,REL02323,2237490.87,5327578.01,5,447498.17,55,13232,2785,21.05,11517,87.04,48
2025-03-16,REL02324,4295161.54,7737566.21,2,2147580.77,40,11480,2781,24.22,9431,82.15,35
2025-03-17,REL02325,4820242.05,12942885.87,2,2410121.02,89,8756,4350,49.68,7007,80.03,47
2025-03-18,REL02326,4284793.13,11464197.47,5,856958.63,85,19661,6637,33.76,17478,88.9,39
2025-03-19,REL02327,1006260.42,1679358.81,7,143751.49,28,16948,3575,21.09,15982,94.3,30
2025-03-20,REL02328,3545605.48,10169139.3,7,506515.07,63,12408,5003,40.32,11463,92.38,30
2025-03-21,REL02329,1204541.53,2158471.53,4,301135.38,78,16602,6880,41.44,12739,76.73,67
2025-03-22,REL02330,2030428.88,4912553.67,3,676809.63,43,12261,4554,37.14,10310,84.09,56
2025-03-23,REL02331,1238098.8,3687615.9,9,137566.53,82,16158,3946,24.42,14363,88.89,54
2025-03-24,REL02332,3415181.81,9643089.61,7,487883.12,60,18374,9223,50.2,15848,86.25,55
2025-03-25,REL02333,3746359.65,10994988.23,2,1873179.82,21,18303,8705,47.56,16386,89.53,68
2025-03-26,REL02334,1457950.55,2936163.93,1,1457950.55,47,11663,4174,35.79,11021,94.5,39
2025-03-27,REL02335,2535355.53,4204540.98,2,1267677.76,35,8796,3099,35.23,7199,81.84,65
2025-03-28,REL02336,2824946.04,5035523.69,3,941648.68,78,16472,4321,26.23,14893,90.41,37
2025-03-29,REL02337,2476212.09,5573315.4,5,495242.42,20,8447,4235,50.14,6494,76.88,62
2025-03-30,REL02338,1484100.0,3991998.25,3,494700.0,20,13276,5839,43.98,12266,92.39,58
2025-03-31,REL02339,2675791.16,4616356.43,9,297310.13,50,17494,4099,23.43,15844,90.57,63
2025-01-01,REL02340,4004712.19,9970120.65,4,1001178.05,41,16610,5833,35.12,14188,85.42,56
2025-01-02,REL02341,1284030.66,2549271.34,7,183432.95,78,12832,7204,56.14,11731,91.42,33
2025-01-03,REL02342,1320720.06,2657028.72,4,330180.02,47,17448,6646,38.09,15412,88.33,34
2025-01-04,REL02343,2419085.17,6030480.8,3,806361.72,46,17737,5852,32.99,15261,86.04,40
2025-01-05,REL02344,4766902.85,10489565.57,1,4766902.85,20,15355,7025,45.75,14421,93.92,30
2025-01-06,REL02345,3674290.59,9986905.32,9,408254.51,21,9457,2659,28.12,7339,77.6,42
2025-01-07,REL02346,3714679.83,6440800.76,1,3714679.83,85,10370,4246,40.95,9836,94.85,49
2025-01-08,REL02347,2447679.96,6571830.76,1,2447679.96,68,16151,7555,46.78,12612,78.09,63
2025-01-09,REL02348,3374643.16,5387121.3,1,3374643.16,38,15422,8357,54.19,13047,84.6,62
2025-01-10,REL02349,1040524.74,1863663.9,5,208104.95,47,15915,7591,47.7,12672,79.62,43
2025-01-11,REL02350,3544384.19,8805046.3,7,506340.6,89,7639,2702,35.37,6144,80.43,41
2025-01-12,REL02351,4653147.79,12946864.83,7,664735.4,58,14222,7212,50.71,12463,87.63,40
2025-01-13,REL02352,3450293.87,6483169.26,1,3450293.87,38,19148,10710,55.93,14493,75.69,30
2025-01-14,REL02353,4494794.37,8948180.04,6,749132.4,83,12687,4961,39.1,11902,93.81,37
2025-01-15,REL02354,3895892.22,8982685.15,9,432876.91,77,18698,3773,20.18,15069,80.59,47
2025-01-16,REL02355,1482233.67,2693751.01,6,247038.94,36,5930,3275,55.23,4770,80.44,34
2025-01-17,REL02356,4609813.23,12523638.14,4,1152453.31,89,18681,4972,26.62,17237,92.27,60
2025-01-18,REL02357,1265775.38,3367538.4,9,140641.71,60,18859,4724,25.05,17029,90.3,32
2025-01-19,REL02358,3135869.89,5387228.69,3,1045289.96,24,18050,5831,32.3,15962,88.43,51
2025-01-20,REL02359,1568548.5,3444131.9,4,392137.12,42,15851,5579,35.2,12352,77.93,35
2025-01-21,REL02360,1046826.44,2786904.95,4,261706.61,88,19414,10090,51.97,17548,90.39,53
2025-01-22,REL02361,2688137.04,5392387.57,4,672034.26,29,6821,2426,35.57,5607,82.2,56
2025-01-23,REL02362,2180162.83,5340658.19,6,363360.47,87,10902,2393,21.95,10343,94.87,50
2025-01-24,REL02363,2944001.98,4637744.26,7,420571.71,31,18532,8420,45.43,16386,88.42,66
2025-01-25,REL02364,3308799.55,7984242.97,9,367644.39,29,10827,5072,46.85,9930,91.72,63
2025-01-26,REL02365,1174956.29,2031475.3,3,391652.1,79,8809,4630,52.56,7899,89.67,64
2025-01-27,REL02366,1492013.18,4096881.67,8,186501.65,49,18910,6799,35.95,16429,86.88,65
2025-01-28,REL02367,3234569.59,6576443.42,8,404321.2,43,14785,3466,23.44,13206,89.32,55
2025-01-29,REL02368,2372669.41,4561055.47,1,2372669.41,88,19306,8132,42.12,16786,86.95,30
2025-01-30,REL02369,3916693.95,10815298.08,5,783338.79,32,10531,2615,24.83,8006,76.02,48
2025-01-31,REL02370,3609166.59,5685217.08,5,721833.32,28,14312,2960,20.68,11723,81.91,55
2025-02-01,REL02371,4382417.45,9180784.16,8,547802.18,37,14873,7606,51.14,12095,81.32,52
2025-02-02,REL02372,3769971.31,7747311.06,8,471246.41,54,6924,2502,36.14,6181,89.27,69
2025-02-03,REL02373,2719724.31,5241454.22,2,1359862.16,23,7440,3050,40.99,6437,86.52,63
2025-02-04,REL02374,3691866.49,10586912.63,3,1230622.16,60,17755,8258,46.51,15484,87.21,56
2025-02-05,REL02375,2101524.7,5519428.9,2,1050762.35,45,12013,4329,36.04,11044,91.93,32
2025-02-06,REL02376,2225254.0,3551248.92,1,2225254.0,63,8442,1861,22.04,7218,85.5,68
2025-02-07,REL02377,4155940.64,10689208.88,2,2077970.32,61,19353,5827,30.11,15359,79.36,42
2025-02-08,REL02378,2785678.07,6381845.55,6,464279.68,29,6207,1723,27.76,4670,75.24,68
2025-02-09,REL02379,4193521.36,11956995.18,1,4193521.36,20,14358,8484,59.09,11226,78.19,45
2025-02-10,REL02380,4289689.49,8448193.52,6,714948.25,73,10582,5246,49.57,8001,75.61,32
2025-02-11,REL02381,4430249.35,10460895.26,1,4430249.35,35,18645,7096,38.06,14867,79.74,55
2025-02-12,REL02382,4666540.94,10505003.9,2,2333270.47,65,13253,2986,22.53,11622,87.69,34
2025-02-13,REL02383,2723940.88,6086213.77,8,340492.61,32,13354,3289,24.63,10419,78.02,32
2025-02-14,REL02384,2275467.27,4969980.27,6,379244.54,83,9647,5066,52.51,7393,76.64,57
2025-02-15,REL02385,3328794.99,6019940.04,9,369866.11,74,19514,11282,57.81,18424,94.41,59
2025-02-16,REL02386,2484689.69,6543591.51,1,2484689.69,82,12402,2635,21.25,11774,94.94,52
2025-02-17,REL02387,3404296.67,7411167.63,5,680859.33,37,14275,8053,56.41,12524,87.73,47
2025-02-18,REL02388,3822343.45,11229182.78,7,546049.06,80,18539,6529,35.22,14306,77.17,34
2025-02-19,REL02389,3753620.07,7098893.73,9,417068.9,39,5238,1495,28.54,4789,91.43,51
2025-02-20,REL02390,2498211.55,6305775.14,9,277579.06,84,15807,3807,24.08,13559,85.78,30
2025-02-21,REL02391,1667440.81,4854046.29,4,416860.2,83,15985,8131,50.87,12570,78.64,56
2025-02-22,REL02392,2722117.35,6792193.14,4,680529.34,83,19419,7526,38.76,16800,86.51,43
2025-02-23,REL02393,1570376.58,4407904.72,4,392594.14,32,8786,4682,53.29,6658,75.78,38
2025-02-24,REL02394,4560388.14,12501033.74,3,1520129.38,87,15232,4424,29.04,14386,94.45,33
2025-02-25,REL02395,2383509.84,4862780.94,8,297938.73,89,16304,7686,47.14,14921,91.52,54
2025-02-26,REL02396,1617838.99,3883114.35,5,323567.8,76,13629,3369,24.72,10932,80.21,60
2025-02-27,REL02397,1101791.04,1910937.58,7,157398.72,64,13720,3236,23.59,11439,83.37,61
2025-02-28,REL02398,3583289.55,8253350.77,6,597214.92,57,13296,3368,25.33,11023,82.9,31
2025-03-01,REL02399,3547609.27,6547584.59,9,394178.81,73,19872,10404,52.36,18327,92.23,66
2025-03-02,REL02400,2362416.67,6179149.38,3,787472.22,55,17669,8167,46.22,14504,82.09,31
2025-03-03,REL02401,1286847.56,2949567.38,6,214474.59,86,12260,3265,26.63,9312,75.95,43
2025-03-04,REL02402,2638515.58,5585318.07,3,879505.19,30,14430,5106,35.38,11442,79.29,44
2025-03-05,REL02403,2244869.98,4272426.77,2,1122434.99,46,17168,8677,50.54,13616,79.31,54
2025-03-06,REL02404,3708482.56,11118207.69,3,1236160.85,36,15456,4857,31.42,14526,93.98,39
2025-03-07,REL02405,3423117.0,5502885.75,2,1711558.5,52,11632,6612,56.84,10873,93.47,57
2025-03-08,REL02406,2458374.91,3848195.09,2,1229187.46,24,13342,7549,56.58,10808,81.01,37
2025-03-09,REL02407,1871570.22,3417274.05,7,267367.17,81,18685,7869,42.11,14024,75.05,43
2025-03-10,REL02408,4952143.86,14641551.56,3,1650714.62,84,6793,3075,45.27,5797,85.34,49
2025-03-11,REL02409,2816006.48,8360321.26,8,352000.81,86,11956,5515,46.13,10873,90.94,42
2025-03-12,REL02410,3753096.94,9316656.33,2,1876548.47,63,13822,4193,30.34,11109,80.37,48
2025-03-13,REL02411,1562211.87,4405687.43,7,223173.12,33,17709,6129,34.61,14836,83.78,63
2025-03-14,REL02412,2942358.8,5357866.47,3,980786.27,76,17933,4561,25.43,14069,78.45,55
2025-03-15,REL02413,1110146.88,3283884.57,9,123349.65,67,15159,8639,56.99,12361,81.54,66
2025-03-16,REL02414,3021820.47,5179935.98,7,431688.64,36,13107,6416,48.95,11819,90.17,53
2025-03-17,REL02415,4856069.63,8020710.88,9,539563.29,63,5206,1137,21.84,4350,83.56,50
2025-03-18,REL02416,2536826.85,4232232.14,2,1268413.42,23,7822,3283,41.97,6566,83.94,53
2025-03-19,REL02417,1155984.05,2727766.18,6,192664.01,49,14025,4729,33.72,12733,90.79,37
2025-03-20,REL02418,1123823.16,3002250.42,5,224764.63,74,16965,8925,52.61,15312,90.26,62
2025-03-21,REL02419,2551947.04,5231493.39,2,1275973.52,49,16933,5715,33.75,13333,78.74,34
2025-03-22,REL02420,1640099.75,4865920.07,4,410024.94,37,6500,2974,45.75,5414,83.29,54
2025-03-23,REL02421,1093408.39,2352610.52,4,273352.1,63,15827,4214,26.63,14557,91.98,69
2025-03-24,REL02422,4024854.46,6945581.97,8,503106.81,81,11707,4957,42.34,9849,84.13,46
2025-03-25,REL02423,2834092.04,6232027.04,7,404870.29,50,9321,2959,31.75,8224,88.23,54
2025-03-26,REL02424,2156979.09,5432472.09,5,431395.82,35,13995,3722,26.6,11352,81.11,62
2025-03-27,REL02425,4600332.73,12643272.34,9,511148.08,42,19114,8557,44.77,14563,76.19,34
2025-03-28,REL02426,1464555.84,3204671.43,1,1464555.84,33,15049,6854,45.54,11783,78.3,44
2025-03-29,REL02427,4823675.32,11530562.87,4,1205918.83,21,11833,7021,59.33,9825,83.03,44
2025-03-30,REL02428,2255866.87,4288441.42,5,451173.37,31,11249,5260,46.76,9231,82.06,30
2025-03-31,REL02429,4553614.69,11242304.51,8,569201.84,77,8147,3309,40.62,7569,92.91,47
2025-01-01,REL02430,3411771.51,10163523.75,3,1137257.17,75,9611,5430,56.5,8257,85.91,35
2025-01-02,REL02431,4306829.44,6777142.22,5,861365.89,43,6846,3637,53.13,5993,87.54,63
2025-01-03,REL02432,4936052.65,13968022.07,3,1645350.88,56,17474,7330,41.95,15512,88.77,31
2025-01-04,REL02433,2153621.75,5046848.37,7,307660.25,48,13134,5313,40.45,11246,85.63,46
2025-01-05,REL02434,4844541.94,9098766.7,3,1614847.31,61,19867,11459,57.68,17958,90.39,34
2025-01-06,REL02435,2557927.58,7500699.46,7,365418.23,37,11418,5102,44.68,10351,90.66,49
2025-01-07,REL02436,2542047.62,5656135.91,2,1271023.81,22,8719,4233,48.55,7151,82.02,43
2025-01-08,REL02437,2361548.42,4717276.51,7,337364.06,32,17226,4042,23.46,13211,76.69,41
2025-01-09,REL02438,3165630.43,5610277.27,9,351736.71,48,15778,7688,48.73,14946,94.73,33
2025-01-10,REL02439,1616580.17,3017635.15,5,323316.03,85,11094,3393,30.58,9746,87.85,39
2025-01-11,REL02440,3214845.94,8838490.95,6,535807.66,78,17935,4415,24.62,15994,89.18,68
2025-01-12,REL02441,3166819.25,7668817.04,3,1055606.42,67,7065,3814,53.98,6367,90.12,59
2025-01-13,REL02442,4047607.25,11616100.26,5,809521.45,23,9380,4469,47.64,8184,87.25,66
2025-01-14,REL02443,4334599.85,8010135.4,5,866919.97,70,16171,5870,36.3,13651,84.42,55
2025-01-15,REL02444,2761765.4,4644482.58,3,920588.47,24,17162,6393,37.25,16251,94.69,33
2025-01-16,REL02445,2209333.0,3334173.57,8,276166.62,58,18301,5103,27.88,16389,89.55,35
2025-01-17,REL02446,2037339.59,4608040.54,6,339556.6,60,16144,3290,20.38,14839,91.92,44
2025-01-18,REL02447,1778495.35,5330969.38,3,592831.78,24,9745,3310,33.97,8165,83.79,47
2025-01-19,REL02448,1230590.33,3128711.8,1,1230590.33,27,19055,4942,25.94,17739,93.09,46
2025-01-20,REL02449,2369791.92,4650934.4,1,2369791.92,75,13185,4861,36.87,11819,89.64,62
2025-01-21,REL02450,2080990.77,5858588.08,2,1040495.38,44,11400,6082,53.35,10251,89.92,65
2025-01-22,REL02451,4865669.54,13003907.64,5,973133.91,71,14434,3549,24.59,11076,76.74,54
2025-01-23,REL02452,3230835.31,4920958.76,7,461547.9,71,15883,3759,23.67,13873,87.34,57
2025-01-24,REL02453,2389108.16,6511014.3,1,2389108.16,26,15159,8501,56.08,12385,81.7,42
2025-01-25,REL02454,3321870.4,6480272.01,1,3321870.4,80,7404,3687,49.8,6543,88.37,61
2025-01-26,REL02455,1556786.81,2684694.73,4,389196.7,66,5255,1162,22.11,4538,86.36,48
2025-01-27,REL02456,2776175.0,5106763.53,6,462695.83,85,15847,3673,23.18,12237,77.22,60
2025-01-28,REL02457,3504937.29,7720920.18,9,389437.48,78,18585,8808,47.39,15908,85.6,44
2025-01-29,REL02458,2955591.33,6316990.94,1,2955591.33,24,11477,3995,34.81,9643,84.02,52
2025-01-30,REL02459,2607115.2,5040416.5,5,521423.04,63,15028,7358,48.96,13604,90.52,69
2025-01-31,REL02460,4975393.56,8748371.24,9,552821.51,61,12535,4534,36.17,10661,85.05,56
2025-02-01,REL02461,4521259.05,11951252.86,8,565157.38,80,11140,6540,58.71,9427,84.62,30
2025-02-02,REL02462,3493623.83,10429042.45,7,499089.12,82,11158,5330,47.77,9974,89.39,51
2025-02-03,REL02463,3277509.44,8740093.03,2,1638754.72,69,5178,1132,21.86,4575,88.35,37
2025-02-04,REL02464,3482641.92,6769926.61,9,386960.21,57,12612,4189,33.21,11960,94.83,34
2025-02-05,REL02465,1805248.43,3370784.13,8,225656.05,73,12939,5504,42.54,10615,82.04,53
2025-02-06,REL02466,2580550.97,4713373.29,9,286727.89,63,10522,2701,25.67,9340,88.77,62
2025-02-07,REL02467,1157838.13,1974163.35,9,128648.68,43,9183,1845,20.09,7194,78.34,41
2025-02-08,REL02468,2902184.15,6753370.4,9,322464.91,82,11237,2603,23.16,10235,91.08,33
2025-02-09,REL02469,3172098.34,7638731.78,3,1057366.11,58,9940,4072,40.97,9017,90.71,44
2025-02-10,REL02470,1910998.94,4888820.67,7,272999.85,31,16658,7544,45.29,14911,89.51,38
2025-02-11,REL02471,4856115.39,12238965.01,1,4856115.39,82,5027,1192,23.71,3889,77.36,42
2025-02-12,REL02472,4637818.44,8990410.89,9,515313.16,28,19321,9004,46.6,18306,94.75,39
2025-02-13,REL02473,3888572.94,7759517.07,9,432063.66,41,15936,7120,44.68,14956,93.85,43
2025-02-14,REL02474,3133546.52,7903656.03,3,1044515.51,55,19410,11179,57.59,15994,82.4,30
2025-02-15,REL02475,4479876.64,9068038.44,5,895975.33,47,13245,7102,53.62,11463,86.55,56
2025-02-16,REL02476,1522609.38,2769527.16,8,190326.17,75,13512,7800,57.73,12536,92.78,51
2025-02-17,REL02477,4162039.18,8580061.38,6,693673.2,48,8630,5061,58.64,7326,84.89,51
2025-02-18,REL02478,1499283.26,2860821.72,9,166587.03,24,11903,4479,37.63,10353,86.98,55
2025-02-19,REL02479,4176842.65,6818566.49,3,1392280.88,23,16497,6519,39.52,14363,87.06,53
2025-02-20,REL02480,2103070.27,5773366.07,7,300438.61,70,11773,3680,31.26,10358,87.98,59
2025-02-21,REL02481,4508362.32,12531746.34,6,751393.72,34,19083,7697,40.33,16508,86.51,69
2025-02-22,REL02482,4776168.38,8738599.22,5,955233.68,79,18541,4825,26.02,15411,83.12,46
2025-02-23,REL02483,1595183.88,2547761.17,4,398795.97,45,10921,5117,46.85,9369,85.79,52
2025-02-24,REL02484,2850702.42,7435319.38,5,570140.48,42,17016,3572,20.99,15727,92.42,39
2025-02-25,REL02485,4923949.51,8948258.68,4,1230987.38,48,5331,1568,29.41,4919,92.27,62
2025-02-26,REL02486,2933629.74,6131735.69,3,977876.58,76,6717,1902,28.32,6075,90.44,37
2025-02-27,REL02487,4454190.09,7109791.04,7,636312.87,81,16735,9625,57.51,13937,83.28,34
2025-02-28,REL02488,3354926.09,6171065.73,6,559154.35,78,5316,1371,25.79,4822,90.71,63
2025-03-01,REL02489,2501319.63,6726932.5,4,625329.91,67,11244,6255,55.63,9305,82.76,56
2025-03-02,REL02490,2143134.22,5800595.66,9,238126.02,54,19583,4890,24.97,17288,88.28,60
2025-03-03,REL02491,1812892.36,3282472.29,1,1812892.36,65,8551,3935,46.02,7383,86.34,54
2025-03-04,REL02492,4047192.77,8110051.28,1,4047192.77,52,11098,3639,32.79,8989,81.0,31
2025-03-05,REL02493,2546162.03,4331932.19,9,282906.89,29,16100,5255,32.64,13533,84.06,49
2025-03-06,REL02494,3045101.85,4906447.6,7,435014.55,67,7917,4744,59.92,7252,91.6,32
2025-03-07,REL02495,2969301.92,8873038.95,2,1484650.96,63,12792,3715,29.04,11929,93.25,69
2025-03-08,REL02496,3309116.12,8217828.95,5,661823.22,89,17508,4920,28.1,13849,79.1,67
2025-03-09,REL02497,4462308.58,10321965.73,4,1115577.14,82,14554,6341,43.57,12243,84.12,69
2025-03-10,REL02498,4922957.37,13037210.78,1,4922957.37,68,13339,6620,49.63,11160,83.66,44
2025-03-11,REL02499,2630336.83,7260034.08,9,292259.65,60,19210,11391,59.3,16286,84.78,56
2025-03-12,REL02500,4310075.69,11680616.1,6,718345.95,58,12463,5989,48.05,11781,94.53,53
2025-03-13,REL02501,4058111.18,6187845.16,6,676351.86,42,14924,6338,42.47,12741,85.37,64
2025-03-14,REL02502,3294115.81,5864223.99,4,823528.95,32,12574,4572,36.36,11517,91.59,52
2025-03-15,REL02503,4824188.57,11975362.86,2,2412094.28,72,7628,3341,43.8,6733,88.27,37
2025-03-16,REL02504,1801898.06,3718467.15,8,225237.26,89,9573,4215,44.03,7384,77.13,51
2025-03-17,REL02505,1437056.84,4273410.38,8,179632.1,76,19111,5486,28.71,16992,88.91,45
2025-03-18,REL02506,4415847.87,11031261.31,3,1471949.29,86,13048,6112,46.84,11474,87.94,35
2025-03-19,REL02507,2756599.27,8090131.94,7,393799.9,67,17210,4849,28.18,15518,90.17,68
2025-03-20,REL02508,4387875.42,7907696.23,7,626839.35,39,6209,2458,39.59,4749,76.49,58
2025-03-21,REL02509,4572360.82,12784026.13,5,914472.16,81,5169,1571,30.39,4126,79.82,55
2025-03-22,REL02510,1249830.37,2477199.36,5,249966.07,64,19114,6214,32.51,17276,90.38,38
2025-03-23,REL02511,4533859.05,13530609.62,8,566732.38,82,14759,6575,44.55,12163,82.41,48
2025-03-24,REL02512,2793276.22,4850616.36,4,698319.06,27,19773,4464,22.58,18431,93.21,36
2025-03-25,REL02513,3041729.96,6918444.38,1,3041729.96,45,9396,1924,20.48,8019,85.34,54
2025-03-26,REL02514,3506370.04,9429564.54,1,3506370.04,57,8435,2127,25.22,6327,75.01,53
2025-03-27,REL02515,4705530.43,10112014.18,9,522836.71,60,6877,1839,26.74,6118,88.96,68
2025-03-28,REL02516,1076464.38,2370510.3,4,269116.09,21,9052,2526,27.91,7718,85.26,66
2025-03-29,REL02517,2907373.87,8662618.4,1,2907373.87,26,8035,4094,50.95,6535,81.33,63
2025-03-30,REL02518,3750888.17,8019257.22,2,1875444.08,44,8248,3123,37.86,6219,75.4,58
2025-03-31,REL02519,3890827.83,9361752.56,7,555832.55,70,8873,3442,38.79,7007,78.97,63
2025-01-01,REL02520,3770129.73,5963626.99,2,1885064.86,69,15383,7041,45.77,12034,78.23,49
2025-01-02,REL02521,1537740.52,4249261.63,1,1537740.52,83,13714,6742,49.16,11884,86.66,34
2025-01-03,REL02522,2197582.35,5432977.52,9,244175.82,31,8552,1722,20.14,7730,90.39,65
2025-01-04,REL02523,2434862.1,5127893.0,5,486972.42,72,10605,5755,54.27,8451,79.69,59
2025-01-05,REL02524,4217748.83,6428921.83,4,1054437.21,29,7706,4587,59.53,6854,88.94,49
2025-01-06,REL02525,2115039.49,5049663.62,4,528759.87,80,7532,1873,24.87,7004,92.99,40
2025-01-07,REL02526,1842819.86,2799218.94,1,1842819.86,74,5821,2680,46.04,5089,87.42,50
2025-01-08,REL02527,4829792.08,7253407.93,3,1609930.69,87,8508,1709,20.09,7700,90.5,49
2025-01-09,REL02528,1035453.14,2510091.5,1,1035453.14,61,5194,1140,21.95,4107,79.07,35
