date,record_id,net_profit,revenue,operating_cash_flow,accounts_receivable,dso,budgeted_amount,actual_spend,budget_accuracy_score,internal_csat_score
2025-03-06,FIN00784,436077.03,1718143.4982,782225.18,2782092.21,48.58,1750601.95,1710256.75,97.7,4.2
2025-03-07,FIN00785,1380985.73,3687231.8991,393253.02,4571250.97,37.19,3430032.27,3665874.31,93.12,4.34
2025-03-08,FIN00786,958409.33,2817723.4302,651445.21,3301837.64,35.15,2768120.91,2656006.83,95.95,4.31
2025-03-09,FIN00787,721106.84,1817189.2367999998,846570.24,3600947.17,59.45,1645814.93,1610337.05,97.84,4.53
2025-03-10,FIN00788,800607.54,3146387.6322000003,453146.48,4064708.01,38.76,2925905.2,2676396.04,91.47,4.62
2025-03-11,FIN00789,1431468.34,4566384.004600001,909901.35,8691852.99,57.1,4577575.36,4228681.81,92.38,4.38
2025-03-12,FIN00790,399356.82,1625382.2574000002,337080.24,1915055.88,35.35,1649303.33,1529475.2,92.73,4.22
2025-03-13,FIN00791,962098.78,3059474.1204000004,847536.56,5565113.46,54.57,2843006.78,2755996.7,96.94,4.55
2025-03-14,FIN00792,857655.28,3550692.8592,731073.23,5333207.69,45.06,3732217.96,3750196.25,99.52,4.45
2025-03-15,FIN00793,994890.51,2745897.8076,520639.54,2961711.01,32.36,2676145.35,2408929.2,90.01,4.03
2025-03-16,FIN00794,223543.24,637098.2339999999,804652.78,1104476.87,52.01,690697.3,647864.72,93.8,4.78
2025-03-17,FIN00795,1333761.08,4241360.2344,847656.06,8024964.76,56.76,4146067.66,3877112.27,93.51,4.38
2025-03-18,FIN00796,1411753.77,4687022.5164,953729.28,5451086.82,34.89,4358753.75,4143733.68,95.07,4.52
2025-03-19,FIN00797,934673.14,2990954.0480000004,557442.27,5161161.12,51.77,3145269.61,2935216.5,93.32,4.53
2025-03-20,FIN00798,1105646.07,4455753.6621,780211.72,6438798.05,43.35,4516174.4,4240803.53,93.9,4.6
2025-03-21,FIN00799,1399249.2,3763980.3479999998,721831.39,6601533.92,52.62,3678679.65,4034687.81,90.32,4.64
2025-03-22,FIN00800,1119410.22,3582112.704,667644.25,6139483.08,51.42,3478917.17,3544828.91,98.11,4.21
2025-03-23,FIN00801,398300.76,1660914.1692000001,923291.53,1705094.87,30.8,1544905.62,1626072.85,94.75,4.69
2025-03-24,FIN00802,949174.87,2496329.9081,302217.12,2942476.58,35.36,2416864.05,2571225.96,93.61,4.5
2025-03-25,FIN00803,988729.56,4330635.472800001,497478.12,6370482.76,44.13,3922987.68,4054549.46,96.65,4.93
2025-03-26,FIN00804,751369.87,3358623.3189,676794.07,6494214.48,58.01,3360236.74,3497388.35,95.92,4.84
2025-03-27,FIN00805,1157377.51,3101771.7268000003,424805.28,4162805.5,40.26,3347881.02,3436454.87,97.35,5.0
2025-03-28,FIN00806,1414677.12,4357205.5296,935506.57,7097336.49,48.87,4614568.93,4752427.77,97.01,4.32
2025-03-29,FIN00807,1403239.07,4546494.586800001,753316.58,4601433.27,30.36,4117779.42,4470631.64,91.43,4.99
2025-03-30,FIN00808,786091.18,3183669.279,634518.1,5447662.21,51.33,3426430.64,3211071.57,93.71,4.63
2025-03-31,FIN00809,347209.46,1281202.9074000001,870291.23,2053855.72,48.09,1268986.59,1211813.68,95.49,4.81
2025-01-01,FIN00810,1480293.56,5610312.5924,615620.33,9623900.75,51.46,5263473.49,4835298.92,91.87,4.8
2025-01-02,FIN00811,1290567.51,5188081.390199999,691057.11,9881534.28,57.14,5449988.14,5817671.01,93.25,4.74
2025-01-03,FIN00812,362061.49,992048.4826000001,301925.7,1137382.53,34.39,956904.88,947097.62,98.98,4.27
2025-01-04,FIN00813,1397094.45,5825883.8565,555990.37,7349874.46,37.85,5538456.21,5989402.37,91.86,4.89
2025-01-05,FIN00814,1330865.27,5203683.2057,397153.33,10385411.51,59.87,4851204.86,4765509.02,98.23,4.71
2025-01-06,FIN00815,874489.47,3191886.5655,782782.08,3690727.23,34.69,3183346.29,3146810.49,98.85,4.16
2025-01-07,FIN00816,968658.07,4145856.5396000003,635318.87,7133472.73,51.62,3808710.51,3769371.48,98.97,4.45
2025-01-08,FIN00817,718703.52,2802943.728,511230.29,4835290.7,51.75,2963055.23,3029719.88,97.75,4.24
2025-01-09,FIN00818,271190.13,786451.377,627482.64,1323592.75,50.49,781838.77,823452.0,94.68,4.17
2025-01-10,FIN00819,635756.41,2136141.5376,446740.92,2621986.83,36.82,2113488.36,2050629.95,97.03,4.86
2025-01-11,FIN00820,1243709.48,4340546.085200001,947560.64,5274345.4,36.45,3908100.91,4009840.86,97.4,4.16
2025-01-12,FIN00821,206021.63,537716.4543,337780.84,896019.01,49.99,571900.58,538040.34,94.08,4.2
2025-01-13,FIN00822,633548.92,2793950.7372000003,905791.92,3314324.58,35.59,2789948.16,2820105.88,98.92,5.0
2025-01-14,FIN00823,717619.3,1980629.268,657951.15,3290940.97,49.85,1956819.93,1975051.59,99.07,4.47
2025-01-15,FIN00824,898614.28,3495609.5492000002,733262.55,5217296.12,44.78,3678349.45,3964316.01,92.23,4.8
2025-01-16,FIN00825,1395812.3,4899301.1729999995,511823.93,6793512.44,41.6,4471002.84,4824967.87,92.08,4.94
2025-01-17,FIN00826,650249.79,1658136.9645,976688.33,2155963.32,39.01,1613924.55,1609796.51,99.74,4.83
2025-01-18,FIN00827,651039.16,2832020.346,497295.67,5515577.5,58.43,2874916.37,2601569.01,90.49,4.64
2025-01-19,FIN00828,1158751.62,4866756.8040000005,712214.6,7339525.07,45.24,4828384.92,5161178.41,93.11,4.59
2025-01-20,FIN00829,787883.32,2796985.786,995391.69,4366799.55,46.84,2618895.49,2357331.97,90.01,4.76
2025-01-21,FIN00830,491986.27,1456279.3592,916766.08,2838661.4,58.48,1397817.46,1391737.97,99.57,4.53
2025-01-22,FIN00831,788171.37,2159589.5538000003,675430.88,3571696.18,49.62,2073292.6,1874169.49,90.4,4.81
2025-01-23,FIN00832,383114.13,1237458.6399,993262.17,2422762.02,58.74,1359217.34,1319145.25,97.05,4.52
2025-01-24,FIN00833,429303.08,1292202.2708,790958.9,1429649.61,33.19,1247284.58,1281401.47,97.26,4.56
2025-01-25,FIN00834,847878.1,2976052.1309999996,446090.29,5495695.81,55.4,2800573.42,2728431.16,97.42,5.0
2025-01-26,FIN00835,744603.08,3298591.6443999996,583917.35,4404987.53,40.06,3511441.29,3811242.08,91.46,4.46
2025-01-27,FIN00836,1389299.67,5070943.7955,534145.33,9180880.48,54.31,4990996.57,5131506.73,97.18,4.61
2025-01-28,FIN00837,671112.07,2872359.6596,540809.6,5330055.78,55.67,2840110.93,2923294.3,97.07,4.73
2025-01-29,FIN00838,954764.86,3628106.468,832319.51,4613093.42,38.14,3663581.41,3571579.39,97.49,4.75
2025-01-30,FIN00839,1021943.57,3525705.3165,708984.05,4967121.59,42.26,3593179.7,3261560.49,90.77,4.69
2025-01-31,FIN00840,217022.79,913665.9459,326664.9,1577000.54,51.78,930213.46,974525.06,95.24,4.22
2025-02-01,FIN00841,1062598.58,3655339.1152000003,914213.94,4017421.04,32.97,3315026.84,3458398.26,95.68,4.65
2025-02-02,FIN00842,431446.76,1829334.2624000001,507757.3,3211457.64,52.67,1945988.14,1957712.73,99.4,4.67
2025-02-03,FIN00843,1449391.41,4464125.5428,997952.41,4957290.55,33.31,4191682.48,4121486.92,98.33,4.94
2025-02-04,FIN00844,393261.55,1085401.8779999998,967933.51,2077953.85,57.43,1040323.43,1048295.85,99.23,4.82
2025-02-05,FIN00845,739011.36,3111237.8256,958371.5,3970995.09,38.29,2908030.14,3051579.47,95.06,4.96
2025-02-06,FIN00846,310954.57,1141203.2719,867789.32,1798079.13,47.27,1202161.02,1253321.49,95.74,4.3
2025-02-07,FIN00847,1495936.53,6402608.3484000005,454429.33,7152696.33,33.51,6509734.22,6715584.6,96.84,4.3
2025-02-08,FIN00848,852853.51,3735498.3738,672842.92,4742189.61,38.08,3926230.05,4243294.53,91.92,4.7
2025-02-09,FIN00849,974000.52,2542141.3572,457011.84,3569052.18,42.12,2620133.44,2677717.89,97.8,4.94
2025-02-10,FIN00850,287199.42,1005197.97,481772.82,1494778.51,44.61,925618.18,835742.44,90.29,4.54
2025-02-11,FIN00851,1174948.61,3818582.9825000004,727666.24,3818840.73,30.0,3666985.07,3753572.73,97.64,4.38
2025-02-12,FIN00852,472877.27,1773289.7625000002,328583.48,3349133.93,56.66,1775866.41,1815844.45,97.75,4.12
2025-02-13,FIN00853,1367470.58,5592954.6722,978621.0,5635879.53,30.23,5374767.95,4912146.8,91.39,4.71
2025-02-14,FIN00854,466681.53,1428045.4818000002,943071.22,2532902.23,53.21,1344448.81,1325016.09,98.55,4.57
2025-02-15,FIN00855,447894.04,1616897.4844,566537.3,2377775.34,44.12,1736487.09,1788962.43,96.98,4.47
2025-02-16,FIN00856,247514.57,970257.1144,660795.71,1478555.44,45.72,1018339.89,1059990.24,95.91,4.87
2025-02-17,FIN00857,813687.03,2253913.0731,626283.59,2723325.36,36.25,2184140.97,2355836.13,92.14,4.57
2025-02-18,FIN00858,934293.47,3858632.0311,917539.85,6202243.0,48.22,4063149.07,4340565.43,93.17,4.6
2025-02-19,FIN00859,285421.23,1058912.7633,782021.31,1627794.49,46.12,1085923.22,1002644.16,92.33,4.87
2025-02-20,FIN00860,1208185.9,5316017.96,494677.87,6189101.65,34.93,4788441.17,4892622.74,97.82,5.0
2025-02-21,FIN00861,789275.49,2509896.0582000003,612788.88,3107550.0,37.14,2449790.08,2497061.93,98.07,4.47
2025-02-22,FIN00862,881707.35,2398243.992,600276.18,2558695.22,32.01,2297751.57,2207563.87,96.07,4.34
2025-02-23,FIN00863,772991.57,2713200.4106999994,971534.62,2893041.03,31.99,2560126.32,2398380.46,93.68,4.3
2025-02-24,FIN00864,720991.98,1925048.5865999998,422717.64,1951567.64,30.41,1829408.09,1719463.83,93.99,4.74
2025-02-25,FIN00865,927532.43,4118243.9892000007,362703.44,5026211.05,36.61,4482597.26,4193512.57,93.55,4.27
2025-02-26,FIN00866,401812.32,1036675.7856000001,916433.18,1741264.12,50.39,1033838.83,1097164.29,93.87,4.49
2025-02-27,FIN00867,436506.57,1750391.3457,927680.19,2303892.02,39.49,1872116.61,1740466.77,92.97,4.51
2025-02-28,FIN00868,1320321.31,4687140.6504999995,910217.36,6293584.38,40.28,4419239.77,4210998.1,95.29,5.0
2025-03-01,FIN00869,1429950.1,4633038.324000001,657683.84,5244161.07,33.96,4331338.39,4086867.61,94.36,4.96
2025-03-02,FIN00870,685302.11,1802344.5492999998,761821.1,2839540.97,47.26,1942491.11,2025185.61,95.74,4.14
2025-03-03,FIN00871,551968.08,2064360.6192,694354.13,2770668.48,40.26,2062587.2,1921669.55,93.17,5.0
2025-03-04,FIN00872,1037199.41,3806521.8347,348613.48,6380936.51,50.29,4107352.87,3716386.24,90.48,4.24
2025-03-05,FIN00873,731354.42,2237944.5252,717084.43,3897289.68,52.24,2042361.09,1990985.67,97.48,4.65
2025-03-06,FIN00874,233002.26,1006569.7632000002,309529.9,1595103.93,47.54,1090404.04,1047898.84,96.1,4.35
2025-03-07,FIN00875,402998.38,1253324.9618,527491.19,1599329.8,38.28,1232130.06,1206921.84,97.95,4.48
2025-03-08,FIN00876,1130763.9,3844597.26,952604.8,5799989.41,45.26,3579604.92,3761316.94,94.92,4.31
2025-03-09,FIN00877,1056601.12,3793198.0208,512831.69,4748821.45,37.56,3932319.39,3548813.58,90.25,5.0
2025-03-10,FIN00878,235224.79,635106.9330000001,957878.65,1208553.13,57.09,672819.92,610612.02,90.75,4.56
2025-03-11,FIN00879,488563.81,2130138.2116,475093.77,3762645.78,52.99,1937307.33,1842629.04,95.11,4.67
2025-03-12,FIN00880,500397.24,1626291.03,520193.57,2428062.11,44.79,1784755.52,1923683.92,92.22,4.28
2025-03-13,FIN00881,1073460.57,2855405.1162000005,739885.25,5612176.38,58.96,2967923.43,2771491.12,93.38,4.18
2025-03-14,FIN00882,225623.7,737789.4990000001,833138.88,1141179.93,46.4,711435.95,782158.09,90.06,4.47
2025-03-15,FIN00883,335341.16,1240762.292,650971.44,1648396.72,39.86,1154229.99,1224797.9,93.89,4.76
2025-03-16,FIN00884,1239890.91,4376814.912299999,917480.98,4794657.62,32.86,4282740.89,4245169.74,99.12,4.56
2025-03-17,FIN00885,432108.06,1680900.3534000001,328168.3,2594882.6,46.31,1586960.1,1665629.6,95.04,4.89
2025-03-18,FIN00886,1048569.94,2736767.5434,945536.39,5091527.8,55.81,2733567.29,2743853.77,99.62,4.64
2025-03-19,FIN00887,509637.62,1564587.4933999998,437415.46,2920644.78,56.0,1652796.65,1674611.01,98.68,4.6
2025-03-20,FIN00888,329273.81,1363193.5733999999,918967.12,2187335.51,48.14,1406851.32,1429578.08,98.38,4.76
2025-03-21,FIN00889,516123.85,1372889.441,580604.23,1913036.82,41.8,1355298.58,1395610.72,97.03,4.63
2025-03-22,FIN00890,1138947.01,4794966.9121,882929.94,7913116.19,49.51,4429536.66,4040414.43,91.22,4.88
2025-03-23,FIN00891,1312405.41,3517246.4988,770165.88,6197881.99,52.86,3838833.22,3928276.57,97.67,4.77
2025-03-24,FIN00892,1279285.82,5334621.8694,423159.14,7530484.45,42.35,5089624.59,5310461.95,95.66,4.87
2025-03-25,FIN00893,716338.59,2306610.2598,942633.3,3405143.01,44.29,2204120.44,2120682.64,96.21,4.81
2025-03-26,FIN00894,1068510.68,3974859.7296,471862.17,6680214.08,50.42,4090529.91,4482058.12,90.43,5.0
2025-03-27,FIN00895,466479.58,1310807.6198,470898.08,2459930.54,56.3,1381724.83,1283469.02,92.89,4.85
2025-03-28,FIN00896,581092.05,1528272.0915,869925.23,2737151.18,53.73,1676255.52,1813856.83,91.79,5.0
2025-03-29,FIN00897,1365236.56,4000143.1208,374111.28,4089711.8,30.67,4375487.96,4529898.41,96.47,4.44
2025-03-30,FIN00898,216902.5,598650.8999999999,455425.13,673106.52,33.73,648190.52,669491.94,96.71,4.85
2025-03-31,FIN00899,311161.09,970822.6008000001,652574.3,1798718.93,55.58,958262.79,1030328.5,92.48,4.19
2025-01-01,FIN00900,470252.13,1659990.0189,881333.92,3044127.59,55.01,1549325.01,1652116.28,93.37,4.88
2025-01-02,FIN00901,234491.87,862930.0816,403238.78,1198443.15,41.66,877508.63,850382.11,96.91,4.62
2025-01-03,FIN00902,435866.07,1778333.5656,683367.76,2817374.61,47.53,1606637.77,1672628.75,95.89,4.88
2025-01-04,FIN00903,957954.03,3649804.8543000002,797868.41,6955962.27,57.18,3428078.36,3119964.45,91.01,5.0
2025-01-05,FIN00904,747851.92,2782009.1424000002,902416.66,5317973.73,57.35,2505215.59,2487187.27,99.28,4.84
2025-01-06,FIN00905,1360473.22,4516771.0904,954895.89,8053822.22,53.49,4228181.86,4598382.23,91.24,4.48
2025-01-07,FIN00906,1262676.63,4356234.3735,849247.94,5269252.91,36.29,4334241.6,4138411.41,95.48,4.27
2025-01-08,FIN00907,644362.56,2145727.3248,756979.88,3712715.1,51.91,2099947.94,1910940.35,91.0,4.76
2025-01-09,FIN00908,537250.46,2245706.9228,603534.06,2472744.37,33.03,2187002.6,2223282.78,98.34,4.51
2025-01-10,FIN00909,693600.13,2053056.3847999999,378477.11,3888362.45,56.82,2188949.36,2125513.51,97.1,4.8
2025-01-11,FIN00910,967383.43,2428132.4093,796816.03,2790285.45,34.47,2513115.25,2452641.39,97.59,4.45
2025-01-12,FIN00911,548482.73,2084234.3739999998,994916.11,3464724.18,49.87,2266159.59,2303531.82,98.35,4.32
2025-01-13,FIN00912,1011393.58,2933041.3819999998,815732.42,4722910.16,48.31,2900978.01,2971523.45,97.57,4.53
2025-01-14,FIN00913,732235.15,3133966.4420000003,311697.77,5568743.89,53.31,2991201.53,2953705.0,98.75,4.75
2025-01-15,FIN00914,917661.34,3872530.8548,647381.98,6008531.75,46.55,3580297.7,3585703.41,99.85,4.64
2025-01-16,FIN00915,766964.49,2032455.8985,730252.64,2153522.34,31.79,2102383.52,2309786.07,90.13,4.36
2025-01-17,FIN00916,582805.49,1579402.8779,782771.94,2694218.48,51.18,1687352.25,1841626.18,90.86,5.0
2025-01-18,FIN00917,1432989.3,5001132.657000001,803808.08,6917339.43,41.49,4684800.38,4879048.2,95.85,4.56
2025-01-19,FIN00918,1192687.53,4436797.6116,690675.91,5857837.34,39.61,4772887.47,4449743.44,93.23,3.92
2025-01-20,FIN00919,382147.13,1165548.7465,456352.23,2321392.61,59.75,1171673.99,1138857.76,97.2,4.88
2025-01-21,FIN00920,1329008.37,5223002.894100001,959540.46,8306662.58,47.71,4851209.32,5222897.55,92.34,4.6
2025-01-22,FIN00921,833660.56,3076207.4664000003,787666.53,5262526.79,51.32,3164102.91,3115733.85,98.47,4.55
2025-01-23,FIN00922,1362917.89,4293191.353499999,465788.03,6552810.17,45.79,4310409.4,4702973.6,90.89,4.54
2025-01-24,FIN00923,1239811.83,3161520.1665,525625.28,5595804.21,53.1,2863188.72,2856489.88,99.77,4.54
2025-01-25,FIN00924,752777.56,3011110.24,945349.37,5275684.16,52.56,2950432.28,3163907.34,92.76,5.0
2025-01-26,FIN00925,229210.1,671585.5930000001,921239.63,1112915.46,49.71,709837.5,643876.4,90.71,4.74
2025-01-27,FIN00926,549280.57,2290499.9768999997,583602.51,4575830.44,59.93,2315889.6,2285395.68,98.68,4.68
2025-01-28,FIN00927,904124.48,3019775.7632,326815.06,4408249.13,43.79,2888138.38,3003815.17,95.99,4.52
2025-01-29,FIN00928,1023521.69,3735854.1684999997,333948.16,6374085.8,51.19,4056122.79,4351055.27,92.73,5.0
2025-01-30,FIN00929,535253.99,2274829.4575,498742.8,4089638.27,53.93,2155527.86,2202791.21,97.81,4.85
2025-01-31,FIN00930,381162.9,1612319.0670000003,740385.55,2218607.0,41.28,1532585.38,1432434.61,93.47,4.9
2025-02-01,FIN00931,1285409.31,4164726.1644000006,708936.24,6068734.96,43.72,4043648.7,4355651.92,92.28,4.68
2025-02-02,FIN00932,1479722.83,4320790.663600001,743679.45,8508359.54,59.08,4661733.77,4731485.57,98.5,4.9
2025-02-03,FIN00933,883397.24,3577758.8219999997,802098.08,3693288.29,30.97,3583215.19,3302304.15,92.16,4.72
2025-02-04,FIN00934,423183.07,1426126.9459000002,313322.58,1904301.11,40.06,1478089.04,1467401.5,99.28,4.49
2025-02-05,FIN00935,553999.52,1595518.6176,373559.92,2371280.45,44.59,1747496.29,1817026.86,96.02,4.71
2025-02-06,FIN00936,223907.88,965042.9628,551638.42,966456.74,30.04,1019721.58,1009731.52,99.02,5.0
2025-02-07,FIN00937,1388588.45,4026906.505,408402.0,7647607.28,56.97,3763224.76,4042298.07,92.58,4.66
2025-02-08,FIN00938,353076.41,900344.8454999998,352724.03,1158063.52,38.59,952268.44,937735.74,98.47,4.98
2025-02-09,FIN00939,949471.42,2411657.4068,748675.08,3033153.17,37.73,2531438.23,2573689.3,98.33,4.96
2025-02-10,FIN00940,556271.79,2080456.4946000003,870735.53,3787109.46,54.61,1969200.75,1855448.07,94.22,4.77
2025-02-11,FIN00941,920431.4,3516047.948,826838.66,4493450.31,38.34,3393232.27,3401841.82,99.75,5.0
2025-02-12,FIN00942,1046846.5,3266161.08,871927.85,5414062.4,49.73,3403423.62,3214776.82,94.46,3.95
2025-02-13,FIN00943,1278664.34,4015006.0276000006,766099.58,7313346.1,54.65,3804935.37,3595806.34,94.5,4.05
2025-02-14,FIN00944,468347.65,1489345.5270000002,814741.73,2669617.38,53.77,1402423.41,1340689.45,95.6,5.0
2025-02-15,FIN00945,214294.58,827177.0787999999,490245.14,1473988.81,53.46,860838.68,782364.5,90.88,4.41
2025-02-16,FIN00946,377951.32,990232.4584,995105.63,1078004.26,32.66,1065608.06,993852.07,93.27,4.63
2025-02-17,FIN00947,1370024.23,5973305.6428000005,428215.96,6450255.98,32.4,5465594.59,5382911.76,98.49,5.0
2025-02-18,FIN00948,1336057.1,3941368.4450000003,450145.71,5150462.18,39.2,3898728.94,3611049.91,92.62,4.66
2025-02-19,FIN00949,976637.03,4394866.635,502245.28,4552852.78,31.08,4489070.79,4159918.43,92.67,5.0
2025-02-20,FIN00950,980671.92,2785108.2528,982732.7,4178859.24,45.01,2883298.24,3153135.64,90.64,4.48
2025-02-21,FIN00951,1064547.68,4300772.6272,991802.01,5998640.53,41.84,4727577.79,4658647.21,98.54,4.78
2025-02-22,FIN00952,427982.66,1262548.847,856425.62,1965821.27,46.71,1308680.35,1283483.73,98.07,4.62
2025-02-23,FIN00953,1388735.53,3694036.5098,740340.32,4797772.28,38.96,3782807.25,3607085.0,95.35,5.0
2025-02-24,FIN00954,744401.68,3163707.14,664043.8,4700490.55,44.57,3473582.23,3482229.47,99.75,4.52
2025-02-25,FIN00955,698080.09,2945897.9798,979434.59,3932021.91,40.04,2687052.61,2738678.9,98.08,4.31
2025-02-26,FIN00956,874593.02,2894902.8962000003,786935.96,3460011.37,35.86,2648510.12,2605172.83,98.36,4.46
2025-02-27,FIN00957,261055.76,1018117.464,961311.09,1679249.02,49.48,1030473.85,1008588.34,97.88,4.47
2025-02-28,FIN00958,416168.38,1502367.8518,521585.56,2514116.3,50.2,1459900.3,1518420.9,95.99,4.41
2025-03-01,FIN00959,1159443.7,4881257.977,533642.35,8928951.79,54.88,4487533.28,4891210.86,91.0,4.39
2025-03-02,FIN00960,307638.27,962907.7851,898307.22,1805213.09,56.24,925633.41,995578.36,92.44,4.94
2025-03-03,FIN00961,984097.74,3493546.977,404898.44,5954617.73,51.13,3615370.1,3339604.32,92.37,5.0
2025-03-04,FIN00962,518953.84,1800769.8248000003,962149.5,3038795.63,50.62,1937849.81,1996880.08,96.95,4.72
2025-03-05,FIN00963,706084.3,2266530.603,655232.05,2394987.73,31.7,2082635.41,1877307.39,90.14,4.41
2025-03-06,FIN00964,575301.86,2462291.9608,948489.72,2732600.5,33.29,2482061.73,2548130.14,97.34,4.42
2025-03-07,FIN00965,662374.53,1874519.9199,535754.95,3397684.91,54.38,1798082.83,1785263.79,99.29,3.98
2025-03-08,FIN00966,1134759.68,3177327.104,801171.23,3917489.46,36.99,3283657.09,3277820.76,99.82,4.71
2025-03-09,FIN00967,586258.23,2139842.5395,638012.59,2900695.78,40.67,2161006.22,2199051.0,98.24,4.4
2025-03-10,FIN00968,936326.03,3567402.1743,738762.54,4085736.27,34.36,3871852.13,4059757.28,95.15,5.0
2025-03-11,FIN00969,818865.52,2366521.3528,653060.75,2828352.65,35.85,2147705.16,2246266.7,95.41,4.19
2025-03-12,FIN00970,1062772.51,3485893.8328,976980.93,6188915.99,53.26,3465004.46,3149328.02,90.89,4.42
2025-03-13,FIN00971,1417878.66,6224487.317399999,784473.78,7854429.2,37.86,5842004.47,6118324.72,95.27,4.57
2025-03-14,FIN00972,1152343.73,3445507.7527,475923.28,4992661.21,43.47,3470854.09,3699802.71,93.4,4.74
2025-03-15,FIN00973,479422.49,1840982.3616,936773.85,2120206.68,34.55,1971169.03,1800928.08,91.36,5.0
2025-03-16,FIN00974,240538.08,957341.5584,505820.82,1606352.03,50.34,1036095.64,999406.79,96.46,4.19
2025-03-17,FIN00975,540943.26,1839207.084,560123.57,3178645.94,51.85,1801772.47,1907019.08,94.16,4.51
2025-03-18,FIN00976,973601.31,4264373.7378,371486.59,5806764.96,40.85,4530283.47,4524037.86,99.86,4.17
2025-03-19,FIN00977,266853.56,1059408.6332,929976.56,1890776.0,53.54,1012902.31,1052383.43,96.1,4.84
2025-03-20,FIN00978,845276.12,2890844.3304,500278.42,3584377.11,37.2,2605405.22,2606611.94,99.95,4.41
2025-03-21,FIN00979,975895.7,3552260.3479999998,481242.33,6010083.0,50.76,3804640.67,4168533.59,90.44,4.57
2025-03-22,FIN00980,634517.06,2468271.3634,944183.82,4270022.04,51.9,2280392.59,2479330.88,91.28,4.55
2025-03-23,FIN00981,1202185.86,4424043.9648,863868.8,8709426.79,59.06,3997222.05,3822259.83,95.62,4.63
2025-03-24,FIN00982,338577.73,1442341.1297999998,398755.25,1777428.22,36.97,1400166.4,1368210.35,97.72,4.55
2025-03-25,FIN00983,297679.12,955549.9752,838527.15,1045095.02,32.81,932498.29,919694.34,98.63,4.31
2025-03-26,FIN00984,1146645.38,3554600.678,939123.17,4489586.57,37.89,3254037.98,2996451.16,92.08,4.63
2025-03-27,FIN00985,844138.71,2473326.4203,354957.85,2777204.74,33.69,2628741.67,2578309.23,98.08,4.36
2025-03-28,FIN00986,1094923.12,2824901.6496000006,877650.5,3304271.38,35.09,2771563.4,2923915.03,94.5,4.84
2025-03-29,FIN00987,765275.54,1982063.6486,683194.04,2644299.88,40.02,1978069.24,2115306.21,93.06,4.62
2025-03-30,FIN00988,520322.64,2206167.9936,768438.21,3119501.13,42.42,2102312.75,2264667.11,92.28,4.29
2025-03-31,FIN00989,1264833.01,4882255.4185999995,644998.04,9294467.92,57.11,4893491.2,4418390.95,90.29,5.0
2025-01-01,FIN00990,1239240.64,4733899.2447999995,788462.16,5659924.6,35.87,4986435.15,5274457.67,94.22,5.0
2025-01-02,FIN00991,1103105.41,4114583.1792999995,323868.5,8112966.32,59.15,4448837.69,4451175.72,99.95,5.0
2025-01-03,FIN00992,553788.68,2325912.4560000002,833894.71,4210257.9,54.3,2544794.59,2395241.66,94.12,4.5
2025-01-04,FIN00993,967299.87,3346857.5502,323340.59,6297016.73,56.44,3297808.63,3296980.9,99.97,4.35
2025-01-05,FIN00994,669266.07,2837688.1368,618709.89,5475160.32,57.88,3115800.79,3330330.2,93.11,4.84
2025-01-06,FIN00995,319056.7,1027362.5740000001,405675.5,1801214.39,52.6,985231.61,972275.69,98.68,4.93
2025-01-07,FIN00996,1392507.65,6057408.277499999,876501.99,10835369.76,53.66,5460118.67,5995713.81,90.19,4.66
2025-01-08,FIN00997,377864.22,1473670.4579999999,519562.64,2118870.35,43.13,1552546.32,1588777.53,97.67,3.97
2025-01-09,FIN00998,1435308.56,4320278.7656,617865.48,6525566.08,45.31,4042429.24,4034153.31,99.8,4.31
2025-01-10,FIN00999,779807.5,2830701.225,600125.52,5470288.86,57.97,2577327.9,2471600.41,95.9,4.73
2025-01-11,FIN01000,440672.81,1573201.9316999998,840751.38,2168274.86,41.35,1706612.26,1539723.01,90.22,4.4
2025-01-12,FIN01001,904471.23,2514430.0193999996,636801.05,2619903.0,31.26,2661177.6,2720015.36,97.79,4.19
2025-01-13,FIN01002,1334829.59,4912172.8912,852270.83,8658954.31,52.88,4521817.05,4591901.19,98.45,4.52
2025-01-14,FIN01003,1151892.35,3605423.0555000002,351455.79,5671898.36,47.19,3805098.71,3817894.76,99.66,3.63
2025-01-15,FIN01004,1248529.49,3246176.674,434115.78,5891408.02,54.45,3469513.43,3495676.65,99.25,4.42
2025-01-16,FIN01005,1056418.38,4648240.8719999995,686073.97,4999421.36,32.27,5025028.83,5370270.79,93.13,4.47
2025-01-17,FIN01006,1099959.53,4157847.0234,962961.83,6740834.61,48.64,4194181.67,4040565.51,96.34,4.69
2025-01-18,FIN01007,1303954.35,5541805.987500001,352330.49,6914543.96,37.43,5767260.03,5825225.55,98.99,4.76
2025-01-19,FIN01008,524568.41,2019588.3785,330158.95,3843819.13,57.1,2125511.46,2202007.61,96.4,4.71
2025-01-20,FIN01009,836252.45,2684370.3644999997,409585.47,2979409.35,33.3,2785645.72,2623977.39,94.2,4.87
2025-01-21,FIN01010,487572.27,1721130.1131,748807.19,3172162.03,55.29,1771674.07,1922202.37,91.5,4.55
2025-01-22,FIN01011,1483968.41,5713278.3785,579295.04,6219213.47,32.66,5767622.23,6041148.86,95.26,4.16
2025-01-23,FIN01012,1427277.14,6308564.958799999,877886.67,6466893.26,30.75,6282315.59,5721047.74,91.07,4.61
